"node_ID","eigenvector_centrality","betweeness","degree","network","animal","condition","replicate_num"
"4","0.787668631629675","0","14","guppy","guppy","high_risk","4"
"5","0.931319149455997","0","14","guppy","guppy","high_risk","4"
"6","0.493285541817441","1","14","guppy","guppy","high_risk","4"
"7","1","0","14","guppy","guppy","high_risk","4"
"8","0.900251904684591","0","14","guppy","guppy","high_risk","4"
"1","1","0.0625","14","guppy","guppy","high_risk","5"
"2","0.930356148420427","0","14","guppy","guppy","high_risk","5"
"3","0.701869908612346","0","14","guppy","guppy","high_risk","5"
"4","0.416042808383574","1","14","guppy","guppy","high_risk","5"
"5","0.784988612224558","0","14","guppy","guppy","high_risk","5"
"6","0.923983757924839","0","14","guppy","guppy","high_risk","5"
"7","0.690975320295607","0","14","guppy","guppy","high_risk","5"
"8","0.702462793693024","0","14","guppy","guppy","high_risk","5"
"1","0.910539277295919","0","14","guppy","guppy","high_risk","6"
"2","0.614413564132952","0.1","14","guppy","guppy","high_risk","6"
"3","0.502847237504757","0.7","14","guppy","guppy","high_risk","6"
"4","0.268908712958986","1","12","guppy","guppy","high_risk","6"
"5","0.607700579081811","0","14","guppy","guppy","high_risk","6"
"6","0.804287799743641","0.3","14","guppy","guppy","high_risk","6"
"7","1","0","12","guppy","guppy","high_risk","6"
"8","0.664237214547124","0","14","guppy","guppy","high_risk","6"
"1","0.626267472449709","0.0983606557377049","12","guppy","guppy","high_risk","7"
"2","1","0","14","guppy","guppy","high_risk","7"
"3","0.345717643800199","1","14","guppy","guppy","high_risk","7"
"4","0.863293936442615","0","14","guppy","guppy","high_risk","7"
"5","0.865940436452066","0.131147540983607","14","guppy","guppy","high_risk","7"
"6","0.620778507839469","0","14","guppy","guppy","high_risk","7"
"7","0.346192235506864","0.295081967213115","12","guppy","guppy","high_risk","7"
"8","0.771129630106191","0","14","guppy","guppy","high_risk","7"
"1","0.958450394852779","0","12","guppy","guppy","high_risk","8"
"2","1","0","12","guppy","guppy","high_risk","8"
"3","0.88730349776594","0.333333333333333","12","guppy","guppy","high_risk","8"
"4","0.69688253318291","0.333333333333333","12","guppy","guppy","high_risk","8"
"5","0.70749890401349","1","12","guppy","guppy","high_risk","8"
"6","0.962117511939935","0","12","guppy","guppy","high_risk","8"
"7","0.678586707575903","1","12","guppy","guppy","high_risk","8"
"1","0.887878942505627","0","14","guppy","guppy","high_risk","9"
"2","1","0","14","guppy","guppy","high_risk","9"
"3","0.79646182183731","0","14","guppy","guppy","high_risk","9"
"4","0.948216399793792","0","14","guppy","guppy","high_risk","9"
"5","0.89006835549501","0","14","guppy","guppy","high_risk","9"
"6","0.731948282081943","0","14","guppy","guppy","high_risk","9"
"7","0.226023119211233","1","14","guppy","guppy","high_risk","9"
"8","0.66906660137714","0","14","guppy","guppy","high_risk","9"
"1","0.577045305536767","1","14","guppy","guppy","high_risk","10"
"2","0.985378348355183","0","14","guppy","guppy","high_risk","10"
"3","0.621465488586885","0.8","14","guppy","guppy","high_risk","10"
"4","0.788807920891894","0.2","14","guppy","guppy","high_risk","10"
"5","0.918664493291475","0","14","guppy","guppy","high_risk","10"
"6","1","0","14","guppy","guppy","high_risk","10"
"7","0.716867566044681","0.6","14","guppy","guppy","high_risk","10"
"8","0.9475434374534","0","14","guppy","guppy","high_risk","10"
"1","0.513921046676576","1","14","guppy","guppy","high_risk","11"
"2","0.756486260925188","0.107142857142857","14","guppy","guppy","high_risk","11"
"3","0.884295732247262","0","14","guppy","guppy","high_risk","11"
"4","0.770224898681531","0","14","guppy","guppy","high_risk","11"
"5","0.802457633673279","0.285714285714286","14","guppy","guppy","high_risk","11"
"6","0.962328011415262","0","14","guppy","guppy","high_risk","11"
"7","1","0","14","guppy","guppy","high_risk","11"
"8","0.732183560103965","0.142857142857143","14","guppy","guppy","high_risk","11"
"1","0.794089797074445","0","14","guppy","guppy","high_risk","12"
"2","0.625167973304242","0","14","guppy","guppy","high_risk","12"
"3","0.732752853963671","0","14","guppy","guppy","high_risk","12"
"4","0.461500845205574","1","14","guppy","guppy","high_risk","12"
"5","0.673535222772077","0","14","guppy","guppy","high_risk","12"
"6","0.862040575063169","0","14","guppy","guppy","high_risk","12"
"7","0.955707933135277","0","14","guppy","guppy","high_risk","12"
"8","1","0","14","guppy","guppy","high_risk","12"
"1","0.91663797089207","0","12","guppy","guppy","high_risk","13"
"2","0.820986500643992","1","12","guppy","guppy","high_risk","13"
"3","0.766057124717257","0.5","12","guppy","guppy","high_risk","13"
"4","0.984624489089243","0","12","guppy","guppy","high_risk","13"
"5","0.946295725629344","0","12","guppy","guppy","high_risk","13"
"6","1","0","12","guppy","guppy","high_risk","13"
"7","0.931994772687768","0","12","guppy","guppy","high_risk","13"
"1","0.850024966555048","0","14","guppy","guppy","high_risk","14"
"2","0.429360054092951","0.769230769230769","14","guppy","guppy","high_risk","14"
"3","1","0","14","guppy","guppy","high_risk","14"
"4","0.742376321421836","0","14","guppy","guppy","high_risk","14"
"5","0.719619421330398","0","14","guppy","guppy","high_risk","14"
"6","0.368374855483873","1","14","guppy","guppy","high_risk","14"
"7","0.503074689515357","0.0576923076923077","14","guppy","guppy","high_risk","14"
"8","0.679757270819804","0","14","guppy","guppy","high_risk","14"
"1","0.838690879456384","0","14","guppy","guppy","high_risk","15"
"2","0.704719071958036","0.222222222222222","14","guppy","guppy","high_risk","15"
"3","0.649091340218606","1","14","guppy","guppy","high_risk","15"
"4","0.85430267251796","0","14","guppy","guppy","high_risk","15"
"5","0.665557298559686","0.111111111111111","14","guppy","guppy","high_risk","15"
"6","0.897627613694623","0","14","guppy","guppy","high_risk","15"
"7","1","0","14","guppy","guppy","high_risk","15"
"8","0.845767917695107","0","14","guppy","guppy","high_risk","15"
"1","0.876441350082391","0","13","guppy","guppy","high_risk","16"
"2","0.865569480082154","0","13","guppy","guppy","high_risk","16"
"3","0.794867722230132","0","13","guppy","guppy","high_risk","16"
"4","0.847084574379424","0","13","guppy","guppy","high_risk","16"
"5","0.67109982730273","1","13","guppy","guppy","high_risk","16"
"6","0.903600713844239","0.125","13","guppy","guppy","high_risk","16"
"7","0.87632923942514","0","13","guppy","guppy","high_risk","16"
"8","1","0","7","guppy","guppy","high_risk","16"
"0007500eee","0.658609747606651","0.0369847994743167","23","mouse_LPS","mouse","before","1"
"00074dad20","0.821571627480528","0.269073265299454","27","mouse_LPS","mouse","before","1"
"00074dd73c","0.68442634483197","0.0180758102166992","21","mouse_LPS","mouse","before","1"
"00074dbe5f","0.634103066819636","0.0914718044225652","22","mouse_LPS","mouse","before","1"
"0007500b86","0.0737872791085157","0","3","mouse_LPS","mouse","before","1"
"00074db8a6","0.627476057833293","0","16","mouse_LPS","mouse","before","1"
"00074f8cd9","0.245365553691144","0.00182972652123245","12","mouse_LPS","mouse","before","1"
"00074f1859","0.515533225723827","0","12","mouse_LPS","mouse","before","1"
"00074ddf16","0.405130574427217","0.0391975342256881","14","mouse_LPS","mouse","before","1"
"00074def43","0.30378814005975","0","11","mouse_LPS","mouse","before","1"
"00075b3e1e","0.828800235197338","0.0780628859579381","23","mouse_LPS","mouse","before","1"
"00074ddfc1","0.30378814005975","0.0105209274970866","14","mouse_LPS","mouse","before","1"
"00074dd163","0.603247508994339","0.124421403443807","20","mouse_LPS","mouse","before","1"
"00074dbc2e","0.784703571011283","0.165630184678945","27","mouse_LPS","mouse","before","1"
"00074d93c4","0.736137173498029","0.0217461544884571","23","mouse_LPS","mouse","before","1"
"00074c0118","0.30378814005975","0.0105209274970866","14","mouse_LPS","mouse","before","1"
"00074d8c26","0.521156298906899","0.125715644524798","18","mouse_LPS","mouse","before","1"
"00074ecdad","0.736137173498029","0.0407695016536517","24","mouse_LPS","mouse","before","1"
"00074deca3","1","1","37","mouse_LPS","mouse","before","1"
"0007500d05","0.736137173498029","0.0337918540865708","24","mouse_LPS","mouse","before","1"
"00074d9e9e","0.68442634483197","0.0455217080351859","25","mouse_LPS","mouse","before","1"
"00074c35b2","0.975293286062932","0.251190204419026","34","mouse_LPS","mouse","before","2"
"00074dba19","0.874196112766411","0.212555529459452","33","mouse_LPS","mouse","before","2"
"00074de21a","0.857416301670373","0.444309579321779","34","mouse_LPS","mouse","before","2"
"00074d8817","0.870217730284357","0.274527159091479","33","mouse_LPS","mouse","before","2"
"00075b4194","0.892237758008347","0.409614646710013","34","mouse_LPS","mouse","before","2"
"00074fb4e4","0.944962608295024","0.456565305517387","35","mouse_LPS","mouse","before","2"
"000757c320","0.861886820525472","0.0634550690584235","27","mouse_LPS","mouse","before","2"
"00074f28be","0.888259375526294","0.335882289920937","33","mouse_LPS","mouse","before","2"
"00074dbf6d","0.617052503923584","0.211463589272644","29","mouse_LPS","mouse","before","2"
"00074c1ca9","0.403877697235167","0.00566998898713677","11","mouse_LPS","mouse","before","2"
"00074bf36d","0.926920963053087","0.0586310784280977","28","mouse_LPS","mouse","before","2"
"00074c3a40","0.975293286062931","0.251190204419026","34","mouse_LPS","mouse","before","2"
"00074db231","1","0.457996302737951","32","mouse_LPS","mouse","before","2"
"000757d390","0.823950851776865","0.0902945746201531","31","mouse_LPS","mouse","before","2"
"00074fb0a8","1","0.66743489594376","36","mouse_LPS","mouse","before","2"
"00075013dc","0.29492461657214","0","11","mouse_LPS","mouse","before","2"
"00074dcdfa","0.926920963053087","0.0207899596195015","26","mouse_LPS","mouse","before","2"
"00074f08c3","0.961338412473208","1","37","mouse_LPS","mouse","before","2"
"00074da4ac","0.790736577793972","0.129937247621884","22","mouse_LPS","mouse","before","2"
"00074c3272","0.756319128373852","0.022301956682738","28","mouse_LPS","mouse","before","2"
"00075e092e","1","0.334605005492668","25","mouse_LPS","mouse","before","3"
"00074da3ed","0.573033711647876","0.220661985957874","15","mouse_LPS","mouse","before","3"
"00075b6ff6","0.313321881889966","0.72162320294216","14","mouse_LPS","mouse","before","3"
"00075b350a","0.777212579238784","0.109960834885609","20","mouse_LPS","mouse","before","3"
"00074dea7e","0.95059125273916","0.16219292799032","23","mouse_LPS","mouse","before","3"
"00074dd3df","0.95059125273916","0.116221680915763","22","mouse_LPS","mouse","before","3"
"00074fbd36","0.0587798946510716","0","9","mouse_LPS","mouse","before","3"
"00074bfc0b","0.874660041191889","0.114251484612568","21","mouse_LPS","mouse","before","3"
"00075b5bcc","0.927218304591749","0.108778717103692","22","mouse_LPS","mouse","before","3"
"00075b30fe","0.733093769795064","0.000877632898696089","18","mouse_LPS","mouse","before","3"
"00074f2ddd","0.984078812919841","0.521011447039531","25","mouse_LPS","mouse","before","3"
"00075b22da","0.104128833910832","0.108163777045422","13","mouse_LPS","mouse","before","3"
"00074d966c","0.176910529319083","0.320463374249733","13","mouse_LPS","mouse","before","3"
"00074f2268","1","0.527710114470395","25","mouse_LPS","mouse","before","3"
"00075b1074","0.948429429489027","0.532173902660362","25","mouse_LPS","mouse","before","3"
"00075e0fbb","0.739591597174858","1","20","mouse_LPS","mouse","before","3"
"00074db5d6","0.848060504589122","0.27395813924601","14","mouse_LPS","mouse","before","4"
"00074fae3c","0.494555483392839","0","8","mouse_LPS","mouse","before","4"
"00074d9179","1","0.534376746785914","18","mouse_LPS","mouse","before","4"
"00074d9afd","0.840417363572185","1","16","mouse_LPS","mouse","before","4"
"00075b3e57","0.116985306231773","0","4","mouse_LPS","mouse","before","4"
"00074c10b5","0.855192557503277","0.796099621141544","16","mouse_LPS","mouse","before","4"
"00074da082","0.455914752174912","0.0935345630706167","8","mouse_LPS","mouse","before","4"
"00075d3941","0.93219363203034","0.827402024718961","19","mouse_LPS","mouse","before","4"
"00075d3e96","0.64746824280151","0.34004099124278","15","mouse_LPS","mouse","before","4"
"00074f3088","0.675057877349506","0.103099186385939","11","mouse_LPS","mouse","before","4"
"00075d8601","0.615873650201903","0.00745295323271846","7","mouse_LPS","mouse","before","4"
"00074fd569","0.858340755510047","0.258741693062543","15","mouse_LPS","mouse","before","4"
"7500319","0.958817313273747","0.639649711198062","18","mouse_LPS","mouse","before","4"
"00074f96dc","0.93219363203034","0.342711632817837","15","mouse_LPS","mouse","before","4"
"00074fc27f","0.314628260000017","0.0709115083468755","6","mouse_LPS","mouse","before","5"
"00074da4b8","0.117642812781296","0.0551533953809031","6","mouse_LPS","mouse","before","5"
"00074dc50c","0.210218108069534","0.23287536317526","17","mouse_LPS","mouse","before","5"
"00074db632","0.0455146346337156","0.26345595114985","5","mouse_LPS","mouse","before","5"
"00075b102a","1","1","21","mouse_LPS","mouse","before","5"
"00075007ca","0.772441708854251","0.154183286551436","16","mouse_LPS","mouse","before","5"
"00075b6cb7","0.244062869363473","0.0103412616339193","4","mouse_LPS","mouse","before","5"
"00075d1f3d","0.476272970842116","0.00295464618111981","7","mouse_LPS","mouse","before","5"
"00075d804d","0.25006126897073","0","8","mouse_LPS","mouse","before","5"
"00074ddd3d","0.0902138380435086","0","2","mouse_LPS","mouse","before","5"
"00075e0837","0.630909434063401","0.073619934012902","8","mouse_LPS","mouse","before","5"
"00074d8e0a","0.075308268970647","0.175309006746442","8","mouse_LPS","mouse","before","5"
"00074dd007","0.13519477794893","0.21667405328212","7","mouse_LPS","mouse","before","5"
"00074d84fc","0.30751347831274","0","5","mouse_LPS","mouse","before","5"
"00074c38cd","0.282339588574178","0.00172354360565322","8","mouse_LPS","mouse","before","5"
"00075b260c","0.447337281100761","0.915940316147142","12","mouse_LPS","mouse","before","5"
"00074de2a9","0.534575311010801","0.0103412616339193","10","mouse_LPS","mouse","before","5"
"00074dcf5f","0.123084391833118","0.443196927167972","4","mouse_LPS","mouse","before","5"
"00074fabaa","0.417358480036016","0.107056679962574","13","mouse_LPS","mouse","before","5"
"000758024a","0.0151873055684903","0.00590929236223962","5","mouse_LPS","mouse","before","5"
"00075a5cfb","0.117478365990299","0.0733737134978086","3","mouse_LPS","mouse","before","5"
"00074ed83b","0.0423943703250749","0","4","mouse_LPS","mouse","before","5"
"00075e04f6","0.0423943703250749","0","2","mouse_LPS","mouse","before","5"
"00075b4150","0.105401143611999","0.0374255182941843","3","mouse_LPS","mouse","before","5"
"00074db3a3","0.467520259242301","0.0871128182400158","12","mouse_LPS","mouse","before","5"
"00074ddab8","0.668181647256181","0.166445068203083","10","mouse_LPS","mouse","before","5"
"00074bf097","0.467800594613915","0.367511616997004","28","mouse_LPS","mouse","before","6"
"00075a48d8","0.0704432868171767","0.000716171995577095","5","mouse_LPS","mouse","before","6"
"00075a98e5","0.881924071772438","0.0177655867781628","27","mouse_LPS","mouse","before","6"
"000757d790","0.881924071772438","0.0095853110953489","26","mouse_LPS","mouse","before","6"
"00075a7723","0.887134515634096","0.0376154872555747","28","mouse_LPS","mouse","before","6"
"00075a3e22","0.211643071965255","0.273436999832532","18","mouse_LPS","mouse","before","6"
"7.57E+148","0.17885318607985","0.0128060957087914","10","mouse_LPS","mouse","before","6"
"00075a81b6","0.630749769691488","0.172283492705716","18","mouse_LPS","mouse","before","6"
"00075a6151","0.881924071772437","0.0177655867781628","27","mouse_LPS","mouse","before","6"
"000757e8b3","0.847322495854889","0.0064520586146991","25","mouse_LPS","mouse","before","6"
"00075a341a","0.0457812740034503","0.00910732054375539","15","mouse_LPS","mouse","before","6"
"00075b4d7f","0.881924071772437","0.134915410321341","27","mouse_LPS","mouse","before","6"
"00075d67e2","0.128840678693296","0.0873755153816021","17","mouse_LPS","mouse","before","6"
"00074dda10","1","1","40","mouse_LPS","mouse","before","6"
"7.57E+71","0.0489661304506068","0.0103725577359416","15","mouse_LPS","mouse","before","6"
"00075a0c04","0.111032477794777","0.0138062045814029","11","mouse_LPS","mouse","before","6"
"00075b19c5","0.84732249585489","0.00818027568281393","25","mouse_LPS","mouse","before","6"
"00075b6df8","0.112682280928848","0.072235892587222","15","mouse_LPS","mouse","before","6"
"00074bd70a","0.0798745482426895","0.0313245673398804","6","mouse_LPS","mouse","before","6"
"000757fa08","0.122932637368167","0.0472912241079409","12","mouse_LPS","mouse","before","6"
"00075d8c6a","0.0489661304506068","0.00602181286281074","14","mouse_LPS","mouse","before","6"
"00074fb7c2","0.852532939716547","0.0174626604921548","25","mouse_LPS","mouse","before","6"
"00075a778b","0.881924071772437","0.00313325248064979","25","mouse_LPS","mouse","before","6"
"00075e05f2","0.0548741717757365","0.0176417034910491","16","mouse_LPS","mouse","before","6"
"00074de544","0.847322495854889","0.014632334297513","26","mouse_LPS","mouse","before","6"
"00075a82ac","0.847322495854889","0","24","mouse_LPS","mouse","before","6"
"00075d5961","0.91691106030819","0.167294884542585","31","mouse_LPS","mouse","before","6"
"00074d8ad8","0.903745638615407","0.633600494110721","31","mouse_LPS","mouse","before","7"
"00075b0d29","0.744926226533794","0.141347513281638","23","mouse_LPS","mouse","before","7"
"00075a7c79","0.744926226533794","0.177016130977944","24","mouse_LPS","mouse","before","7"
"00075b4ca0","0.817406766072401","0.066299622179009","26","mouse_LPS","mouse","before","7"
"00075b135d","1","1","34","mouse_LPS","mouse","before","7"
"00074da036","0.758290648122518","0.0440067361188182","24","mouse_LPS","mouse","before","7"
"00075b9048","0.744926226533794","0.177016130977944","24","mouse_LPS","mouse","before","7"
"00074da6b4","0.817406766072401","0.066299622179009","26","mouse_LPS","mouse","before","7"
"00074db098","0.900558267374456","0.700001447590004","32","mouse_LPS","mouse","before","7"
"000757cfa9","0.96358887126917","0.627332429393798","31","mouse_LPS","mouse","before","7"
"00074d9c87","0.68896382111184","0.0312100404842671","24","mouse_LPS","mouse","before","7"
"00075a6708","1","1","34","mouse_LPS","mouse","before","7"
"00074daa3c","0.999999999999999","0.707002957908908","32","mouse_LPS","mouse","before","7"
"00075b7c89","0.914861502870247","0.446711799306122","30","mouse_LPS","mouse","before","7"
"00074db688","0.950398433497968","0.911943100062246","33","mouse_LPS","mouse","before","7"
"00074be0ac","0.817406766072401","0.066299622179009","26","mouse_LPS","mouse","before","7"
"00074dca60","0.556640048919472","0","16","mouse_LPS","mouse","before","7"
"00074da5e8","0.96358887126917","0.560564753113525","32","mouse_LPS","mouse","before","7"
"00074bf097","0.506930588604578","0.362823498085737","18","mouse_LPS","mouse","before","8"
"00075a48d8","0.988455545614573","0.12505223175045","27","mouse_LPS","mouse","before","8"
"00075a98e5","0.850584809012774","0.0117612686246355","24","mouse_LPS","mouse","before","8"
"000757d790","0.658147857186181","0.0115651688873821","20","mouse_LPS","mouse","before","8"
"00075a7723","1","0.0799790862671252","27","mouse_LPS","mouse","before","8"
"00075a3e22","0.121312435393469","0.0715884208664749","11","mouse_LPS","mouse","before","8"
"7.57E+148","0.0770351399241078","0.00324522424865018","8","mouse_LPS","mouse","before","8"
"00075a81b6","0.94975469410723","0.0747974072554947","27","mouse_LPS","mouse","before","8"
"00075a6151","1","0.0672759548110005","28","mouse_LPS","mouse","before","8"
"000757e8b3","0.923656507661384","0.0542605749141119","26","mouse_LPS","mouse","before","8"
"00075a341a","0.0890393193770057","0.0472837219038865","12","mouse_LPS","mouse","before","8"
"00075b4d7f","0.877290036263457","0.0398035310518736","27","mouse_LPS","mouse","before","8"
"00074dda10","0.957143777553518","1","32","mouse_LPS","mouse","before","8"
"7.57E+71","0.178815076295762","0.1357219035114","15","mouse_LPS","mouse","before","8"
"00075b19c5","0.736009929074632","0.00512506489155723","22","mouse_LPS","mouse","before","8"
"00075b6df8","0.0934292718021801","0.00713412934000783","9","mouse_LPS","mouse","before","8"
"00074bd70a","0.15723955546875","0.053268421167631","12","mouse_LPS","mouse","before","8"
"000757fa08","0.121312435393469","0","8","mouse_LPS","mouse","before","8"
"00074fb7c2","0.724603051586226","0.0094881969674096","24","mouse_LPS","mouse","before","8"
"00075d8c6a","0.0891382380221742","0","6","mouse_LPS","mouse","before","8"
"00075a778b","0.932265977233119","0.139522511474172","27","mouse_LPS","mouse","before","8"
"00075e05f2","0.121312435393469","0.0751612326868602","11","mouse_LPS","mouse","before","8"
"00074de544","0.999999999999999","0.0532490764470002","23","mouse_LPS","mouse","before","8"
"00075a82ac","0.650196415796196","0.00655609193988416","19","mouse_LPS","mouse","before","8"
"00075d5961","0.850584809012774","0.0129336873024241","25","mouse_LPS","mouse","before","8"
"00074ff562","0.935099235592065","0.032","25","mouse_LPS","mouse","before","9"
"00074f5a1c","0.852718840445","0","13","mouse_LPS","mouse","before","9"
"00074ee5e3","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00075b3038","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00074f75b7","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00075d0801","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00074ed1e1","1","0.968","25","mouse_LPS","mouse","before","9"
"00075d4864","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00074f0477","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00075b5bfa","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00075a3dcf","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00075b25de","0.935099235592066","0","24","mouse_LPS","mouse","before","9"
"00075b38ca","1","1","26","mouse_LPS","mouse","before","9"
"00075b39cc","0.935099235592066","0.032","25","mouse_LPS","mouse","before","9"
"00074d93c4","0.433884533590426","0.0509259259259259","12","mouse_LPS","mouse","before","10"
"00074c0118","0.728537208150588","0.0324074074074074","8","mouse_LPS","mouse","before","10"
"00074dad20","0.345583125190487","1","11","mouse_LPS","mouse","before","10"
"00074dd73c","0.736519572742014","0.0555555555555556","10","mouse_LPS","mouse","before","10"
"00074d8c26","0.0603332315138864","0","2","mouse_LPS","mouse","before","10"
"00074dbe5f","0.517338942816182","0.0962962962962963","10","mouse_LPS","mouse","before","10"
"00074ddf16","0.78224181291872","0.05","10","mouse_LPS","mouse","before","10"
"00074ecdad","1","0.517592592592593","16","mouse_LPS","mouse","before","10"
"00074f1859","0.787885196114997","0.772222222222222","16","mouse_LPS","mouse","before","10"
"00074def43","0.698551416735119","0.0740740740740741","10","mouse_LPS","mouse","before","10"
"00075b3e1e","0.697364960848412","0.628703703703704","15","mouse_LPS","mouse","before","10"
"00075b525f","1","0.89968152866242","19","mouse_LPS","mouse","before","11"
"00075b16a9","1","1","20","mouse_LPS","mouse","before","11"
"00075b6658","0.802032523965777","0.253307202351788","16","mouse_LPS","mouse","before","11"
"00075b22cb","0.913031814656105","0.33219010289074","16","mouse_LPS","mouse","before","11"
"00075b3651","0.544635926266247","0","14","mouse_LPS","mouse","before","11"
"00074ee6e0","0.915392496802496","0.670749632533072","19","mouse_LPS","mouse","before","11"
"00074d99f3","0.816957198720518","0.322390984811367","16","mouse_LPS","mouse","before","11"
"00075b3362","0.792750714584601","0.135350318471338","14","mouse_LPS","mouse","before","11"
"00075d7b9e","0.828201520457316","0.549485546300833","18","mouse_LPS","mouse","before","11"
"00074dd62e","0.814869703890908","0.3843704066634","17","mouse_LPS","mouse","before","11"
"00075b7157","0.941872917898039","0.206883880450759","15","mouse_LPS","mouse","before","11"
"00075e092e","0.923828837644569","0.868098737516488","23","mouse_LPS","mouse","before","12"
"00074da3ed","0.671461721487983","0.511776898436028","19","mouse_LPS","mouse","before","12"
"00074dd3df","0.879494534191892","0.125494629734313","19","mouse_LPS","mouse","before","12"
"00075b350a","0.923828837644569","0.868098737516488","23","mouse_LPS","mouse","before","12"
"00074fbd36","0.962888249977224","0.10288298473714","21","mouse_LPS","mouse","before","12"
"00074bfc0b","1","1","24","mouse_LPS","mouse","before","12"
"00075a54f0","0.428503127561889","0","10","mouse_LPS","mouse","before","12"
"00075b5bcc","1","1","24","mouse_LPS","mouse","before","12"
"00075b22da","0.962888249977225","0.10288298473714","21","mouse_LPS","mouse","before","12"
"00074f2ddd","0.962888249977225","0.244205765969474","22","mouse_LPS","mouse","before","12"
"00074f2268","0.962888249977225","0.244205765969474","22","mouse_LPS","mouse","before","12"
"00075b1074","0.962888249977224","0.0765027322404371","20","mouse_LPS","mouse","before","12"
"00074eea3a","0.904734369748835","0.0791407574901074","20","mouse_LPS","mouse","before","12"
"0007500eee","0.657388117376283","0.0428636402748583","24","mouse_LPS","mouse","after","1"
"00074dad20","0.863780153163399","0.0782780789418692","23","mouse_LPS","mouse","after","1"
"00074dd73c","0.786068760066442","0","22","mouse_LPS","mouse","after","1"
"00074dbe5f","0.771143350467654","0.308188646057879","30","mouse_LPS","mouse","after","1"
"0007500b86","0.248130367203782","0.0116280629058591","7","mouse_LPS","mouse","after","1"
"00074db8a6","0.996358541317697","0.239234361537714","27","mouse_LPS","mouse","after","1"
"00074debd9","0.502366023542042","0.0586096611652536","11","mouse_LPS","mouse","after","1"
"00074f8cd9","0.0747536868379476","0.0040497909731232","15","mouse_LPS","mouse","after","1"
"00074f1859","0.914859472639057","0.0240495451248853","23","mouse_LPS","mouse","after","1"
"00074def43","0.207509358312751","0.0484684213525899","15","mouse_LPS","mouse","after","1"
"00075b3e1e","0.976596634212855","0.310174429324778","28","mouse_LPS","mouse","after","1"
"00074ddfc1","0.468664595382405","0.309012796400782","19","mouse_LPS","mouse","after","1"
"00074dd163","0.441803672822777","0.10962372927192","18","mouse_LPS","mouse","after","1"
"00074dbc2e","0.89867469512532","0.20838711263537","29","mouse_LPS","mouse","after","1"
"00074d93c4","0.842978524008034","0.0451991985347445","26","mouse_LPS","mouse","after","1"
"00074c0118","0.207509358312751","0.0918729277507903","19","mouse_LPS","mouse","after","1"
"00074d8c26","0.260292273614028","0.0279954093429035","15","mouse_LPS","mouse","after","1"
"00074facd9","0.447392248981457","0.0185118135665762","14","mouse_LPS","mouse","after","1"
"00074ecdad","0.786068760066442","0.0398704379786358","25","mouse_LPS","mouse","after","1"
"00074deca3","1","1","36","mouse_LPS","mouse","after","1"
"0007500d05","0.904095338611659","0.237237403350911","30","mouse_LPS","mouse","after","1"
"00074d9e9e","0.676743864705419","0.215479275552292","28","mouse_LPS","mouse","after","1"
"00074c35b2","0.728334497917482","0.0381360102352131","22","mouse_LPS","mouse","after","2"
"00074fb4e4","0.891287406595672","0.976527900797166","27","mouse_LPS","mouse","after","2"
"00074bf36d","0.7749359100709","0","21","mouse_LPS","mouse","after","2"
"00074dba19","1","1","30","mouse_LPS","mouse","after","2"
"00074c3a40","0.149655304093631","0.0191910245054621","11","mouse_LPS","mouse","after","2"
"00074db231","0.915607773286787","0.405324279106387","26","mouse_LPS","mouse","after","2"
"00075013dc","0.400377180932149","0.948627103631532","12","mouse_LPS","mouse","after","2"
"00074dbf6d","0.886350908679083","0.0631827576025982","17","mouse_LPS","mouse","after","2"
"00074dcdfa","0.857014977927158","0.402396417675426","23","mouse_LPS","mouse","after","2"
"000757d390","0.926904373021487","0.258488337762031","26","mouse_LPS","mouse","after","2"
"00074de21a","0.997297594796145","0.46058458813109","28","mouse_LPS","mouse","after","2"
"00074f08c3","0.895838176237157","0.199143785060526","26","mouse_LPS","mouse","after","2"
"00074f28be","0.0342724286685142","0.00413345143194567","6","mouse_LPS","mouse","after","2"
"00074da4ac","0.847916956715984","0.331365023127645","25","mouse_LPS","mouse","after","2"
"00074c1ca9","0.492363355748776","0.0525292786143096","14","mouse_LPS","mouse","after","2"
"00075b4194","0.988199573584971","0.736000393662041","28","mouse_LPS","mouse","after","2"
"00074fb0a8","0.895838176237157","0.199143785060526","26","mouse_LPS","mouse","after","2"
"00075e092e","0.956227181953849","0.650316844752542","30","mouse_LPS","mouse","after","3"
"00074da3ed","0.574225699705419","0.043542574922931","14","mouse_LPS","mouse","after","3"
"00075b6ff6","0.636946326763175","0.221454854475729","23","mouse_LPS","mouse","after","3"
"00074dea7e","0.859782910898222","0.518276955921736","28","mouse_LPS","mouse","after","3"
"00074dd3df","0.481316681650827","0.129683798387992","18","mouse_LPS","mouse","after","3"
"00074fbd36","0.570478542623232","0.203733979820289","20","mouse_LPS","mouse","after","3"
