"node_ID","eigenvector_centrality","betweeness","degree","network","animal","condition","replicate_num"
"N33","0.673425311685878","0.607142857142857","4","burnsetal2020","wood ants","after","12"
"N55","2.71453254884275e-17","0.0102040816326531","2","burnsetal2020","wood ants","after","12"
"N43","0.980758203599928","1","5","burnsetal2020","wood ants","after","12"
"N151","1","0.969387755102041","4","burnsetal2020","wood ants","after","12"
"N173","0.681981200994614","0.73469387755102","3","burnsetal2020","wood ants","after","12"
"N192","0.480855773089576","0.571428571428571","3","burnsetal2020","wood ants","after","12"
"N211","0.238964150941752","0.479591836734694","3","burnsetal2020","wood ants","after","12"
"N24","0.326040255187261","0.0816326530612245","2","burnsetal2020","wood ants","after","12"
"N25","0.234233846563332","0.00510204081632653","2","burnsetal2020","wood ants","after","12"
"N142","0.560573690901058","0","2","burnsetal2020","wood ants","after","12"
"N23","0.098555054122889","0.173469387755102","2","burnsetal2020","wood ants","after","12"
"T52","0","0","1","burnsetal2020","wood ants","after","12"
"T61","0.560573690901058","0","2","burnsetal2020","wood ants","after","12"
"T15","0.326040255187261","0.0816326530612245","2","burnsetal2020","wood ants","after","12"
"T25","0.241901112852916","0","1","burnsetal2020","wood ants","after","12"
"T42","0","0","1","burnsetal2020","wood ants","after","12"
"T13","0.352298163988694","0","1","burnsetal2020","wood ants","after","12"
"T71","0.417702680930253","0","2","burnsetal2020","wood ants","after","12"
"T111","0.0858383150167743","0","1","burnsetal2020","wood ants","after","12"
"T17","0.352298163988694","0","1","burnsetal2020","wood ants","after","12"
"T14","0.352298163988694","0","1","burnsetal2020","wood ants","after","12"
"T10","0.0354019619635662","0","1","burnsetal2020","wood ants","after","12"
"N143","0.335108667362271","0.185430463576159","2","burnsetal2020","wood ants","before","10"
"N8","0.237629530306663","0.225165562913907","3","burnsetal2020","wood ants","before","10"
"N241","0.2306192085588","0.198675496688742","2","burnsetal2020","wood ants","before","10"
"N112","0.689775720949029","0.278145695364238","3","burnsetal2020","wood ants","before","10"
"N56","0.574816979891055","0.701986754966887","4","burnsetal2020","wood ants","before","10"
"N26","0.434725941527416","0.397350993377483","2","burnsetal2020","wood ants","before","10"
"N92","0.176131722237361","0","2","burnsetal2020","wood ants","before","10"
"N63","1","1","5","burnsetal2020","wood ants","before","10"
"N72","0.620211149454977","0.0596026490066225","2","burnsetal2020","wood ants","before","10"
"N212","0.862739869606346","0.317880794701987","3","burnsetal2020","wood ants","before","10"
"T8","0.263306546923464","0.132450331125828","3","burnsetal2020","wood ants","before","10"
"N251","0.0810869095495757","0","1","burnsetal2020","wood ants","before","10"
"N27","0.236403670234051","0.304635761589404","2","burnsetal2020","wood ants","before","10"
"T26","0.202108630704551","0","1","burnsetal2020","wood ants","before","10"
"N221","0.763941987938285","0.0529801324503311","3","burnsetal2020","wood ants","before","10"
"T53","0.351605185258891","0","1","burnsetal2020","wood ants","before","10"
"T43","0.202108630704551","0","1","burnsetal2020","wood ants","before","10"
"N113","1","1","3","burnsetal2020","wood ants","after","10"
"N311","0","0","1","burnsetal2020","wood ants","after","10"
"N144","0.672816364803188","0.428571428571429","2","burnsetal2020","wood ants","after","10"
"N34","0.618033988749894","0.714285714285714","2","burnsetal2020","wood ants","after","10"
"N29","0","0.142857142857143","2","burnsetal2020","wood ants","after","10"
"N81","0","0","1","burnsetal2020","wood ants","after","10"
"N73","0","0","1","burnsetal2020","wood ants","after","10"
"N331","0.415823381635518","0.428571428571429","2","burnsetal2020","wood ants","after","10"
"N213","0.8134732861516","0.857142857142857","2","burnsetal2020","wood ants","after","10"
"N222","0.502754139781758","0","1","burnsetal2020","wood ants","after","10"
"N30","0","0","1","burnsetal2020","wood ants","after","10"
"T81","0.338261212717717","0","1","burnsetal2020","wood ants","after","10"
"N93","0","0.142857142857143","2","burnsetal2020","wood ants","after","10"
"N35","0.209056926535307","0","1","burnsetal2020","wood ants","after","10"
"N57","0.817775262207026","0.441558441558442","4","burnsetal2020","wood ants","before","9"
"N110","0.594034210695426","0.220779220779221","3","burnsetal2020","wood ants","before","9"
"N36","1","1","5","burnsetal2020","wood ants","before","9"
"N64","0.767656159141892","0.61038961038961","4","burnsetal2020","wood ants","before","9"
"N223","0.580052502552842","0.909090909090909","3","burnsetal2020","wood ants","before","9"
"N44","0.475875590175113","0.311688311688312","2","burnsetal2020","wood ants","before","9"
"N74","0.295600117448415","0.220779220779221","2","burnsetal2020","wood ants","before","9"
"N82","0.0350862653059955","0.415584415584416","2","burnsetal2020","wood ants","before","9"
"N94","0.0135106115176255","0.220779220779221","2","burnsetal2020","wood ants","before","9"
"N28","0.0895511063326302","0.584415584415584","2","burnsetal2020","wood ants","before","9"
"T101","0.88018261942526","0.545454545454545","3","burnsetal2020","wood ants","before","9"
"T27","0.542671987134494","0","2","burnsetal2020","wood ants","before","9"
"T44","0.340439360393491","0","1","burnsetal2020","wood ants","before","9"
"T9","0.278402887211379","0","1","burnsetal2020","wood ants","before","9"
"T54","0.26134037182039","0","1","burnsetal2020","wood ants","before","9"
"N291","0.227959424326143","0.727272727272727","2","burnsetal2020","wood ants","before","9"
"T82","0.100633914916379","0","1","burnsetal2020","wood ants","before","9"
"N301","0.00459954394358541","0","1","burnsetal2020","wood ants","before","9"
"N10","0.202232626741003","0","1","burnsetal2020","wood ants","before","9"
"N114","0.102950517398912","1","5","burnsetal2020","wood ants","after","9"
"N58","1","0.98989898989899","6","burnsetal2020","wood ants","after","9"
"N45","0.460039801216644","0.98989898989899","4","burnsetal2020","wood ants","after","9"
"N39","0.225177141799252","0.888888888888889","3","burnsetal2020","wood ants","after","9"
"N101","0.0335247158823975","0.484848484848485","2","burnsetal2020","wood ants","after","9"
"N332","0.0109065468860307","0.343434343434343","2","burnsetal2020","wood ants","after","9"
"N95","0.00351623665798037","0.181818181818182","2","burnsetal2020","wood ants","after","9"
"N65","0.809243997659112","0.181818181818182","4","burnsetal2020","wood ants","after","9"
"N75","3.75731906781366e-17","0","1","burnsetal2020","wood ants","after","9"
"N37","1.06548902514562e-16","0.0101010101010101","2","burnsetal2020","wood ants","after","9"
"N321","0.322396877281481","0.181818181818182","2","burnsetal2020","wood ants","after","9"
"N411","0.755043169901073","0","3","burnsetal2020","wood ants","after","9"
"T28","0.0303133307311244","0","1","burnsetal2020","wood ants","after","9"
"T102","0.755043169901074","0","3","burnsetal2020","wood ants","after","9"
"T45","0.201759139643046","0","2","burnsetal2020","wood ants","after","9"
"N341","0.0303133307311244","0","1","burnsetal2020","wood ants","after","9"
"N38","0.0010353405445186","0","1","burnsetal2020","wood ants","after","9"
"T91","0.294445637545137","0","1","burnsetal2020","wood ants","after","9"
"T55","0.238278364820313","0","1","burnsetal2020","wood ants","after","9"
"T72","7.33206015482772e-17","0","1","burnsetal2020","wood ants","after","9"
"N40","0.135456712565373","0","1","burnsetal2020","wood ants","after","9"
"N312","0.0949283540737069","0","1","burnsetal2020","wood ants","after","9"
"T33","0.0303133307311244","0","1","burnsetal2020","wood ants","after","9"
"N122","0.595401430037491","0.56935817805383","4","burnsetal2020","wood ants","before","8"
"N310","0.598388837519853","0.62111801242236","5","burnsetal2020","wood ants","before","8"
"N66","0.143131920770279","0.981366459627329","6","burnsetal2020","wood ants","before","8"
"N96","0.884632826162456","0.58592132505176","5","burnsetal2020","wood ants","before","8"
"N162","0.0540865029242221","0","2","burnsetal2020","wood ants","before","8"
"N76","1","0.610766045548654","6","burnsetal2020","wood ants","before","8"
"N193","0.340699213208081","0.418219461697723","3","burnsetal2020","wood ants","before","8"
"N132","0.295975974942277","1","3","burnsetal2020","wood ants","before","8"
"N152","0.610289980013341","0.180124223602484","3","burnsetal2020","wood ants","before","8"
"N174","0.226118390895373","0","2","burnsetal2020","wood ants","before","8"
"T56","0.0392534576956314","0","1","burnsetal2020","wood ants","before","8"
"T92","0.0540865029242222","0","2","burnsetal2020","wood ants","before","8"
"T16","0.336043274705503","0.151138716356108","2","burnsetal2020","wood ants","before","8"
"T62","0.0392534576956314","0","1","burnsetal2020","wood ants","before","8"
"T73","0.437533585831195","0","2","burnsetal2020","wood ants","before","8"
"T34","0.164106167182807","0","1","burnsetal2020","wood ants","before","8"
"T29","0.226118390895373","0","2","burnsetal2020","wood ants","before","8"
"N182","0.437533585831195","0","2","burnsetal2020","wood ants","before","8"
"T46","0.680960510472859","0.186335403726708","3","burnsetal2020","wood ants","before","8"
"T103","0.0392534576956314","0","1","burnsetal2020","wood ants","before","8"
"N67","1","1","15","burnsetal2020","wood ants","after","8"
"N123","0.336734414512889","0","2","burnsetal2020","wood ants","after","8"
"N313","0.0850447628593234","0.31875","4","burnsetal2020","wood ants","after","8"
"N97","0.273331717186958","0.375","2","burnsetal2020","wood ants","after","8"
"T57","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T63","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T74","0.336734414512889","0","2","burnsetal2020","wood ants","after","8"
"T93","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T83","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T141","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T35","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T171","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T110","0.0214234765843575","0","1","burnsetal2020","wood ants","after","8"
"T104","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T112","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T19","0.0214234765843575","0","1","burnsetal2020","wood ants","after","8"
"T18","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"T161","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"N224","0.0214234765843576","0","1","burnsetal2020","wood ants","after","8"
"T47","0.2519082406026","0","1","burnsetal2020","wood ants","after","8"
"N175","0.909761477130244","0.154882154882155","3","burnsetal2020","wood ants","before","7"
"N59","0.891067262035931","0.444444444444444","4","burnsetal2020","wood ants","before","7"
"N98","1","0.828282828282828","4","burnsetal2020","wood ants","before","7"
"N183","0.383793011761057","0.0740740740740741","2","burnsetal2020","wood ants","before","7"
"N68","0.383021372695616","0.276094276094276","3","burnsetal2020","wood ants","before","7"
"N214","0.240793861959959","0.383838383838384","2","burnsetal2020","wood ants","before","7"
"N194","0.173710472862983","0","1","burnsetal2020","wood ants","before","7"
"N163","0.098130288576436","0.276094276094276","4","burnsetal2020","wood ants","before","7"
"N201","0.259031776321478","0.572390572390572","2","burnsetal2020","wood ants","before","7"
"N133","0.788764235713773","0.0707070707070707","3","burnsetal2020","wood ants","before","7"
"N225","0.0919602278715025","0.269360269360269","2","burnsetal2020","wood ants","before","7"
"N231","0.0345665806083429","0.141414141414141","2","burnsetal2020","wood ants","before","7"
"N252","0.146570794704025","0.484848484848485","3","burnsetal2020","wood ants","before","7"
"T210","0.935373456987696","0.468013468013468","3","burnsetal2020","wood ants","before","7"
"N102","0.520148696816388","0.171717171717172","3","burnsetal2020","wood ants","before","7"
"T48","0.12791500617961","0","1","burnsetal2020","wood ants","before","7"
"N115","0.629059129427981","1","4","burnsetal2020","wood ants","before","7"
"T36","0.56100173967607","0","2","burnsetal2020","wood ants","before","7"
"N153","0.12791500617961","0","1","burnsetal2020","wood ants","before","7"
"T113","0.0327718956812287","0","1","burnsetal2020","wood ants","before","7"
"N242","0.0115439625235691","0","1","burnsetal2020","wood ants","before","7"
"N261","0.0817211331046325","0","2","burnsetal2020","wood ants","before","7"
"N271","0.0327718956812288","0","1","burnsetal2020","wood ants","before","7"
"N302","1","1","2","burnsetal2020","wood ants","after","7"
"N371","8.83177008009623e-17","0","1","burnsetal2020","wood ants","after","7"
"T75","0.707106781186548","0","1","burnsetal2020","wood ants","after","7"
"T84","1.61915784801764e-16","0","1","burnsetal2020","wood ants","after","7"
"N322","0.707106781186548","0","1","burnsetal2020","wood ants","after","7"
"N124","1","1","8","burnsetal2020","wood ants","before","6"
"N46","0.136349987171087","0","2","burnsetal2020","wood ants","before","6"
"N77","0.607919200922335","0.42","4","burnsetal2020","wood ants","before","6"
"N314","0.0373816728360903","0.329142857142857","2","burnsetal2020","wood ants","before","6"
"N510","0.415717428665639","0.768","5","burnsetal2020","wood ants","before","6"
"N154","0.752658708084333","0.68","6","burnsetal2020","wood ants","before","6"
"N253","0.402152614164471","0.4","4","burnsetal2020","wood ants","before","6"
"N69","0.345075684332654","0.188571428571429","2","burnsetal2020","wood ants","before","6"
"N195","0.143675950817916","0.473142857142857","3","burnsetal2020","wood ants","before","6"
"N323","0.255755227100436","0.181714285714286","4","burnsetal2020","wood ants","before","6"
"N210","0.0096871754454605","0.171428571428571","2","burnsetal2020","wood ants","before","6"
"N99","0.325690663785807","0.0754285714285714","3","burnsetal2020","wood ants","before","6"
"N262","0.104214783173123","0.171428571428571","2","burnsetal2020","wood ants","before","6"
"N281","0.188725275949534","0.171428571428571","3","burnsetal2020","wood ants","before","6"
"N303","0.434368413436681","0.08","3","burnsetal2020","wood ants","before","6"
"N232","0.29704974566224","0","2","burnsetal2020","wood ants","before","6"
"N243","0.640531270339451","0.137714285714286","4","burnsetal2020","wood ants","before","6"
"T58","0.578153560867976","0.0577142857142857","4","burnsetal2020","wood ants","before","6"
"T211","0.472513457736109","0.629142857142857","5","burnsetal2020","wood ants","before","6"
"T64","0.203898786730483","0.0102857142857143","2","burnsetal2020","wood ants","before","6"
"T37","0.183457668530599","0","1","burnsetal2020","wood ants","before","6"
"T49","0.183457668530599","0","1","burnsetal2020","wood ants","before","6"
"N315","0.341769312911312","0","2","burnsetal2020","wood ants","before","6"
"T114","0.00236121179863098","0","1","burnsetal2020","wood ants","before","6"
"T76","0.0254019530259932","0","1","burnsetal2020","wood ants","before","6"
"N292","0.04600106096775","0","1","burnsetal2020","wood ants","before","6"
"N272","0.0623393540450508","0","1","burnsetal2020","wood ants","before","6"
"N78","0.043638114743974","0.507258320126783","4","burnsetal2020","wood ants","after","6"
"N254","1","0.35080824088748","7","burnsetal2020","wood ants","after","6"
"N155","0.0396309205036489","0.69026941362916","3","burnsetal2020","wood ants","after","6"
"N125","0.592380362549973","0.444564183835182","4","burnsetal2020","wood ants","after","6"
"N304","0.407228738285282","0.457559429477021","4","burnsetal2020","wood ants","after","6"
"N910","0.0254518832259861","0.203549920760697","2","burnsetal2020","wood ants","after","6"
"N316","0.00489397784797732","0.114104595879556","2","burnsetal2020","wood ants","after","6"
"N372","0.000890154724690951","0","1","burnsetal2020","wood ants","after","6"
"N324","0.0311155428150536","0.519175911251981","5","burnsetal2020","wood ants","after","6"
"N421","0.131423962254608","0.421109350237718","2","burnsetal2020","wood ants","after","6"
"N263","0.404315412089155","0","2","burnsetal2020","wood ants","after","6"
"N381","0.573385066399176","0.163993660855785","3","burnsetal2020","wood ants","after","6"
"N196","0.0155893127089053","0.327099841521395","3","burnsetal2020","wood ants","after","6"
"N342","0.00984860765296213","0.220602218700475","2","burnsetal2020","wood ants","after","6"
"N412","0.458461052940574","0","2","burnsetal2020","wood ants","after","6"
"N431","0.456140141422231","0","2","burnsetal2020","wood ants","after","6"
"N244","0.073922365051846","0.44608557844691","3","burnsetal2020","wood ants","after","6"
"N333","0.0218465187998237","0","2","burnsetal2020","wood ants","after","6"
"N273","0.0218465187998239","0","2","burnsetal2020","wood ants","after","6"
"N47","0.00448830749689702","0","1","burnsetal2020","wood ants","after","6"
"N441","0.191834725708582","0.345293185419968","2","burnsetal2020","wood ants","after","6"
"N391","0.00976815207367507","0.114104595879556","2","burnsetal2020","wood ants","after","6"
"T77","0.404315412089155","0","2","burnsetal2020","wood ants","after","6"
"T65","0.58431910216303","0.0178129952456418","3","burnsetal2020","wood ants","after","6"
"T212","0.0447643324846857","1","6","burnsetal2020","wood ants","after","6"
"T59","0.117244924976945","0","1","burnsetal2020","wood ants","after","6"
"N351","0.00309178913702097","0.114104595879556","2","burnsetal2020","wood ants","after","6"
"T410","0.0492482848346581","0.449635499207607","2","burnsetal2020","wood ants","after","6"
"N610","0.0212829334715331","0","1","burnsetal2020","wood ants","after","6"
"T115","0.0014090215441106","0","1","burnsetal2020","wood ants","after","6"
"N511","0.0125638173544332","0","1","burnsetal2020","wood ants","after","6"
"N401","0.00281234144197142","0","1","burnsetal2020","wood ants","after","6"
"N116","0.955638514291332","0.126315789473684","5","burnsetal2020","wood ants","before","3"
"N156","0.969645549049322","0.919078947368421","7","burnsetal2020","wood ants","before","3"
"N164","0.305136682280864","0.375","4","burnsetal2020","wood ants","before","3"
"N282","0.262005345111518","0","2","burnsetal2020","wood ants","before","3"
"N512","0.960733236908538","0.232565789473684","6","burnsetal2020","wood ants","before","3"
"N611","0.505825675299094","0","3","burnsetal2020","wood ants","before","3"
"N215","0.52599841258068","0.197368421052632","4","burnsetal2020","wood ants","before","3"
"N264","0.324166404511289","0.888157894736842","7","burnsetal2020","wood ants","before","3"
"N79","1","0.183552631578947","5","burnsetal2020","wood ants","before","3"
"N202","0.889117944016279","1","6","burnsetal2020","wood ants","before","3"
"N255","0.0840420543921283","0","2","burnsetal2020","wood ants","before","3"
"T38","0.605837614813023","0.0736842105263158","3","burnsetal2020","wood ants","before","3"
"T510","0.275285640062064","0","2","burnsetal2020","wood ants","before","3"
"T66","0.0840420543921283","0","2","burnsetal2020","wood ants","before","3"
"T213","0.855626574777404","0.306907894736842","5","burnsetal2020","wood ants","before","3"
"T411","0.20939223111452","0","1","burnsetal2020","wood ants","before","3"
"T105","0.0700028239798978","0","1","burnsetal2020","wood ants","before","3"
"T116","0.113587878870738","0","1","burnsetal2020","wood ants","before","3"
"T117","0.0700028239798977","0","1","burnsetal2020","wood ants","before","3"
"T142","0.0700028239798977","0","1","burnsetal2020","wood ants","before","3"
"T131","0.0700028239798978","0","1","burnsetal2020","wood ants","before","3"
"T121","0.0700028239798978","0","1","burnsetal2020","wood ants","before","3"
"N513","1","0.347079037800687","6","burnsetal2020","wood ants","after","3"
"N612","0.575285619962496","0.0979381443298969","4","burnsetal2020","wood ants","after","3"
"N117","0.846316003994794","0.266323024054983","4","burnsetal2020","wood ants","after","3"
"N265","0.37604147533998","0.838487972508591","6","burnsetal2020","wood ants","after","3"
"N157","0.322760312152651","0.515463917525773","5","burnsetal2020","wood ants","after","3"
"N305","0.125501915150846","0.189003436426117","3","burnsetal2020","wood ants","after","3"
"N203","0.760139355980916","1","6","burnsetal2020","wood ants","after","3"
"N293","0.125501915150847","0.189003436426117","3","burnsetal2020","wood ants","after","3"
"N165","0.116242738732425","0.185567010309278","3","burnsetal2020","wood ants","after","3"
"N283","0.115590146877328","0.185567010309278","2","burnsetal2020","wood ants","after","3"
"N710","0.732488287618836","0.189003436426117","3","burnsetal2020","wood ants","after","3"
"N256","0.0454364678538079","0","2","burnsetal2020","wood ants","after","3"
"N343","0.035269617248532","0.0962199312714777","2","burnsetal2020","wood ants","after","3"
"T39","0.518867450767314","0","2","burnsetal2020","wood ants","after","3"
"T214","0.161671665330956","0","1","burnsetal2020","wood ants","after","3"
"T511","0.090704852264272","0","1","burnsetal2020","wood ants","after","3"
"T181","0.035269617248532","0","1","burnsetal2020","wood ants","after","3"
"T412","0.0907048522642719","0","1","burnsetal2020","wood ants","after","3"
"T20","0.035269617248532","0","1","burnsetal2020","wood ants","after","3"
"T162","0.035269617248532","0","1","burnsetal2020","wood ants","after","3"
"T118","0.10567837860381","0","1","burnsetal2020","wood ants","after","3"
"T94","0.442700183550298","0","2","burnsetal2020","wood ants","after","3"
"N334","0.0907048522642719","0","1","burnsetal2020","wood ants","after","3"
"T67","0.0454364678538079","0","2","burnsetal2020","wood ants","after","3"
"T106","0.213620836851522","0","1","burnsetal2020","wood ants","after","3"
"N361","0.213620836851522","0","1","burnsetal2020","wood ants","after","3"
"T151","0.035269617248532","0","1","burnsetal2020","wood ants","after","3"
"N216","0.442700183550298","0","2","burnsetal2020","wood ants","after","3"
"T122","0.10567837860381","0","1","burnsetal2020","wood ants","after","3"
"T221","0.00991176827351831","0","1","burnsetal2020","wood ants","after","3"
"1","0.9193521","0","7","Stickleback","Stickleback","Pre","1"
"2","0.9519159","0","7","Stickleback","Stickleback","Pre","1"
"3","0.6212931","1","7","Stickleback","Stickleback","Pre","1"
"4","0.907135","0","7","Stickleback","Stickleback","Pre","1"
"5","0.9149391","0","7","Stickleback","Stickleback","Pre","1"
"6","0.9272654","0","7","Stickleback","Stickleback","Pre","1"
"7","1","0","7","Stickleback","Stickleback","Pre","1"
"8","0.9266887","0","7","Stickleback","Stickleback","Pre","1"
"1","0.8931906","0","7","Stickleback","Stickleback","Pre","2"
"2","0.9367534","0","7","Stickleback","Stickleback","Pre","2"
"3","0.8899568","0","7","Stickleback","Stickleback","Pre","2"
"4","0.956018","0","7","Stickleback","Stickleback","Pre","2"
"5","0.9180608","0","7","Stickleback","Stickleback","Pre","2"
"6","0.9448126","0","7","Stickleback","Stickleback","Pre","2"
"7","1","0","7","Stickleback","Stickleback","Pre","2"
"8","0.7002136","2.5","7","Stickleback","Stickleback","Pre","2"
"1","0.5983031","1","7","Stickleback","Stickleback","Pre","3"
"2","0.9313987","0","7","Stickleback","Stickleback","Pre","3"
"3","0.9995586","0","7","Stickleback","Stickleback","Pre","3"
"4","0.9557386","0","7","Stickleback","Stickleback","Pre","3"
"5","0.9616343","0","7","Stickleback","Stickleback","Pre","3"
"6","0.8741231","0","7","Stickleback","Stickleback","Pre","3"
"7","0.9322896","0","7","Stickleback","Stickleback","Pre","3"
"8","1","0","7","Stickleback","Stickleback","Pre","3"
"1","0.7735401","0","7","Stickleback","Stickleback","Pre","4"
"2","0.837444","0","7","Stickleback","Stickleback","Pre","4"
"3","0.8475433","0","7","Stickleback","Stickleback","Pre","4"
"4","0.8587836","0","7","Stickleback","Stickleback","Pre","4"
"5","0.8475547","0","7","Stickleback","Stickleback","Pre","4"
"6","0.9006986","0","7","Stickleback","Stickleback","Pre","4"
"7","1","0","7","Stickleback","Stickleback","Pre","4"
"8","0.9667976","0","7","Stickleback","Stickleback","Pre","4"
"1","0.9174172","0","7","Stickleback","Stickleback","Pre","5"
"2","0.9904137","0","7","Stickleback","Stickleback","Pre","5"
"3","1","0","7","Stickleback","Stickleback","Pre","5"
"4","0.9798541","0","7","Stickleback","Stickleback","Pre","5"
"5","0.9803009","0","7","Stickleback","Stickleback","Pre","5"
"6","0.8888098","0","7","Stickleback","Stickleback","Pre","5"
"7","0.8116549","0","7","Stickleback","Stickleback","Pre","5"
"8","0.7693426","0","7","Stickleback","Stickleback","Pre","5"
"1","0.6613892","7.5","7","Stickleback","Stickleback","Post","1"
"2","0.8964368","0","7","Stickleback","Stickleback","Post","1"
"3","0.9672783","0","7","Stickleback","Stickleback","Post","1"
"4","0.7492157","7","7","Stickleback","Stickleback","Post","1"
"5","0.6997787","1.5","7","Stickleback","Stickleback","Post","1"
"6","0.9392357","0","7","Stickleback","Stickleback","Post","1"
"7","1","0","7","Stickleback","Stickleback","Post","1"
"8","0.8445789","0","7","Stickleback","Stickleback","Post","1"
"1","0.9719645","0","7","Stickleback","Stickleback","Post","2"
"2","1","0","7","Stickleback","Stickleback","Post","2"
"3","0.9646775","0","7","Stickleback","Stickleback","Post","2"
"4","0.7878185","0","7","Stickleback","Stickleback","Post","2"
"5","0.9451097","0","7","Stickleback","Stickleback","Post","2"
"6","0.6078792","6.5","7","Stickleback","Stickleback","Post","2"
"7","0.8142784","0","7","Stickleback","Stickleback","Post","2"
"8","0.8435326","0","7","Stickleback","Stickleback","Post","2"
"1","0.9312533","0","7","Stickleback","Stickleback","Post","3"
"2","0.8357536","0","7","Stickleback","Stickleback","Post","3"
"3","0.7658094","0","7","Stickleback","Stickleback","Post","3"
"4","0.8863799","0","7","Stickleback","Stickleback","Post","3"
"5","0.932712","0","7","Stickleback","Stickleback","Post","3"
"6","1","0","7","Stickleback","Stickleback","Post","3"
"7","0.9016649","0","7","Stickleback","Stickleback","Post","3"
"8","0.9868626","0","7","Stickleback","Stickleback","Post","3"
"1","0.6971832","1","7","Stickleback","Stickleback","Post","4"
"2","0.7112575","2","7","Stickleback","Stickleback","Post","4"
"3","1","0","7","Stickleback","Stickleback","Post","4"
"4","0.9313944","0","7","Stickleback","Stickleback","Post","4"
"5","0.9409604","0","7","Stickleback","Stickleback","Post","4"
"6","0.8588045","0","7","Stickleback","Stickleback","Post","4"
"7","0.8631261","0","7","Stickleback","Stickleback","Post","4"
"8","0.9143643","0","7","Stickleback","Stickleback","Post","4"
"1","0.9996923","0","7","Stickleback","Stickleback","Post","5"
"2","0.9495983","0","7","Stickleback","Stickleback","Post","5"
"3","0.7220583","0","7","Stickleback","Stickleback","Post","5"
"4","0.6792755","0","7","Stickleback","Stickleback","Post","5"
"5","0.9729858","0","7","Stickleback","Stickleback","Post","5"
"6","0.8672443","0","7","Stickleback","Stickleback","Post","5"
"7","1","0","7","Stickleback","Stickleback","Post","5"
"8","0.9874585","0","7","Stickleback","Stickleback","Post","5"
