Dtime,logger,temperature,Col,logger.1,d,YMD,Hour,Hour2,Session
2016/01/28 14:19,37_5,43.156,37,5,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_5,42.161,37,5,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_5,42.286,37,5,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_5,42.472,37,5,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_5,45.329,37,5,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_5,46.571,37,5,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_5,48.432,37,5,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_5,50.726,37,5,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_5,53.328,37,5,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_5,55.061,37,5,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_5,56.237,37,5,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_5,55.804,37,5,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_5,55.68,37,5,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_5,53.699,37,5,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_MAT,NA,37,MAT,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_MAT,NA,37,MAT,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_MAT,NA,37,MAT,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_MAT,NA,37,MAT,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_MAT,NA,37,MAT,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_MAT,NA,37,MAT,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_MAT,NA,37,MAT,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_MAT,NA,37,MAT,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_MAT,NA,37,MAT,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_MAT,NA,37,MAT,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_MAT,NA,37,MAT,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_MAT,NA,37,MAT,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_MAT,NA,37,MAT,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_MAT,NA,37,MAT,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_MAT,NA,37,MAT,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_MAT,NA,37,MAT,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_MAT,NA,37,MAT,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_MAT,NA,37,MAT,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_MAT,NA,37,MAT,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_MAT,NA,37,MAT,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_MAT,NA,37,MAT,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_MAT,NA,37,MAT,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_MAT,NA,37,MAT,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_MAT,NA,37,MAT,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/28 13:29,37_Mat.3,41.674,37,Mat.3,2016/01/28 13:29,2016/01/28,13:29,13,MID
2016/01/28 13:34,37_Mat.3,40.614,37,Mat.3,2016/01/28 13:34,2016/01/28,13:34,13,MID
2016/01/28 13:39,37_Mat.3,40.864,37,Mat.3,2016/01/28 13:39,2016/01/28,13:39,13,MID
2016/01/28 13:44,37_Mat.3,41.3,37,Mat.3,2016/01/28 13:44,2016/01/28,13:44,13,MID
2016/01/28 13:49,37_Mat.3,41.861,37,Mat.3,2016/01/28 13:49,2016/01/28,13:49,13,MID
2016/01/28 13:54,37_Mat.3,42.921,37,Mat.3,2016/01/28 13:54,2016/01/28,13:54,13,MID
2016/01/28 13:59,37_Mat.3,41.238,37,Mat.3,2016/01/28 13:59,2016/01/28,13:59,13,MID
2016/01/28 14:04,37_Mat.3,40.427,37,Mat.3,2016/01/28 14:04,2016/01/28,14:04,14,MID
2016/01/28 14:09,37_Mat.3,40.115,37,Mat.3,2016/01/28 14:09,2016/01/28,14:09,14,MID
2016/01/28 14:14,37_Mat.3,39.305,37,Mat.3,2016/01/28 14:14,2016/01/28,14:14,14,MID
2016/01/28 14:19,37_Mat.3,39.741,37,Mat.3,2016/01/28 14:19,2016/01/28,14:19,14,MID
2016/01/28 14:24,37_Mat.3,41.487,37,Mat.3,2016/01/28 14:24,2016/01/28,14:24,14,MID
2016/01/28 14:29,37_Mat.3,43.482,37,Mat.3,2016/01/28 14:29,2016/01/28,14:29,14,MID
2016/01/28 14:34,37_Mat.3,46.659,37,Mat.3,2016/01/28 14:34,2016/01/28,14:34,14,MID
2016/01/28 14:39,37_Mat.3,49.648,37,Mat.3,2016/01/28 14:39,2016/01/28,14:39,14,MID
2016/01/28 14:44,37_Mat.3,51.516,37,Mat.3,2016/01/28 14:44,2016/01/28,14:44,14,MID
2016/01/28 14:49,37_Mat.3,53.072,37,Mat.3,2016/01/28 14:49,2016/01/28,14:49,14,MID
2016/01/28 14:54,37_Mat.3,54.192,37,Mat.3,2016/01/28 14:54,2016/01/28,14:54,14,MID
2016/01/28 14:59,37_Mat.3,54.067,37,Mat.3,2016/01/28 14:59,2016/01/28,14:59,14,MID
2016/01/28 15:04,37_Mat.3,54.316,37,Mat.3,2016/01/28 15:04,2016/01/28,15:04,15,MID
2016/01/28 15:09,37_Mat.3,55.436,37,Mat.3,2016/01/28 15:09,2016/01/28,15:09,15,MID
2016/01/28 15:14,37_Mat.3,55.249,37,Mat.3,2016/01/28 15:14,2016/01/28,15:14,15,MID
2016/01/28 15:19,37_Mat.3,54.689,37,Mat.3,2016/01/28 15:19,2016/01/28,15:19,15,MID
2016/01/28 15:24,37_Mat.3,52.947,37,Mat.3,2016/01/28 15:24,2016/01/28,15:24,15,MID
2016/01/29 07:09,37_1,22.597,37,1,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_1,23.222,37,1,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_1,23.847,37,1,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_1,24.41,37,1,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_1,24.785,37,1,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_1,24.91,37,1,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_1,25.41,37,1,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_1,26.722,37,1,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_1,27.659,37,1,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_1,27.909,37,1,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_1,28.658,37,1,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_1,30.656,37,1,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_1,32.34,37,1,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_1,31.779,37,1,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_1,31.404,37,1,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_1,32.215,37,1,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_1,32.465,37,1,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_1,31.716,37,1,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_1,31.092,37,1,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_1,31.217,37,1,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_1,32.402,37,1,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_1,33.712,37,1,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_1,33.774,37,1,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_1,32.839,37,1,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_1,33.4,37,1,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_2,25.434,37,2,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_2,26.559,37,2,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_2,28.558,37,2,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_2,29.933,37,2,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_2,31.12,37,2,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_2,32.12,37,2,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_2,32.932,37,2,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_2,33.369,37,2,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_2,33.744,37,2,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_2,34.556,37,2,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_2,35.181,37,2,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_2,35.806,37,2,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_2,36.493,37,2,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_2,36.68,37,2,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_2,37.555,37,2,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_2,38.492,37,2,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_2,39.054,37,2,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_2,39.116,37,2,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_2,39.991,37,2,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_2,40.928,37,2,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_2,42.052,37,2,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_2,43.488,37,2,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_2,43.613,37,2,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_2,43.363,37,2,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_2,43.8,37,2,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_3,26.195,37,3,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_3,27.945,37,3,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_3,28.944,37,3,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_3,29.881,37,3,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_3,29.132,37,3,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_3,29.132,37,3,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_3,30.068,37,3,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_3,30.943,37,3,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_3,31.754,37,3,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_3,33.19,37,3,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_3,33.877,37,3,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_3,34.938,37,3,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_3,35.936,37,3,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_3,36.311,37,3,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_3,37.122,37,3,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_3,38.182,37,3,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_3,38.743,37,3,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_3,38.743,37,3,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_3,39.554,37,3,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_3,40.489,37,3,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_3,41.612,37,3,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_3,43.045,37,3,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_3,43.108,37,3,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_3,42.734,37,3,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_3,43.357,37,3,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_4,26.988,37,4,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_4,28.3,37,4,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_4,29.174,37,4,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_4,30.173,37,4,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_4,30.86,37,4,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_4,29.799,37,4,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_4,27.738,37,4,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_4,27.613,37,4,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_4,28.862,37,4,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_4,30.61,37,4,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_4,32.296,37,4,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_4,33.856,37,4,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_4,34.792,37,4,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_4,35.291,37,4,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_4,36.101,37,4,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_4,36.039,37,4,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_4,35.727,37,4,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_4,36.413,37,4,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_4,38.471,37,4,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_4,40.278,37,4,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_4,41.213,37,4,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_4,42.085,37,4,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_4,42.459,37,4,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_4,42.832,37,4,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_4,43.58,37,4,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_5,22.52,37,5,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_5,23.459,37,5,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_5,24.959,37,5,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_5,27.021,37,5,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_5,29.706,37,5,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_5,31.764,37,5,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_5,33.136,37,5,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_5,33.572,37,5,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_5,33.946,37,5,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_5,35.006,37,5,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_5,35.629,37,5,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_5,36.127,37,5,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_5,36.812,37,5,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_5,37.061,37,5,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_5,37.808,37,5,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_5,38.866,37,5,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_5,39.55,37,5,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_5,39.426,37,5,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_5,40.234,37,5,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_5,41.229,37,5,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_5,42.41,37,5,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_5,43.901,37,5,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_5,43.342,37,5,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_5,42.286,37,5,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_5,43.653,37,5,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_MAT,NA,37,MAT,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_MAT,NA,37,MAT,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_MAT,NA,37,MAT,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_MAT,NA,37,MAT,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_MAT,NA,37,MAT,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_MAT,NA,37,MAT,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_MAT,NA,37,MAT,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_MAT,NA,37,MAT,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_MAT,NA,37,MAT,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_MAT,NA,37,MAT,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_MAT,NA,37,MAT,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_MAT,NA,37,MAT,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_MAT,NA,37,MAT,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_MAT,NA,37,MAT,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_MAT,NA,37,MAT,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_MAT,NA,37,MAT,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_MAT,NA,37,MAT,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_MAT,NA,37,MAT,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_MAT,NA,37,MAT,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_MAT,NA,37,MAT,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_MAT,NA,37,MAT,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_MAT,NA,37,MAT,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_MAT,NA,37,MAT,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_MAT,NA,37,MAT,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_MAT,NA,37,MAT,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/01/29 07:09,37_Mat.3,26.195,37,Mat.3,2016/01/29 07:09,2016/01/29,07:09,7,AM
2016/01/29 07:14,37_Mat.3,27.945,37,Mat.3,2016/01/29 07:14,2016/01/29,07:14,7,AM
2016/01/29 07:19,37_Mat.3,28.944,37,Mat.3,2016/01/29 07:19,2016/01/29,07:19,7,AM
2016/01/29 07:24,37_Mat.3,29.881,37,Mat.3,2016/01/29 07:24,2016/01/29,07:24,7,AM
2016/01/29 07:29,37_Mat.3,29.132,37,Mat.3,2016/01/29 07:29,2016/01/29,07:29,7,AM
2016/01/29 07:34,37_Mat.3,29.132,37,Mat.3,2016/01/29 07:34,2016/01/29,07:34,7,AM
2016/01/29 07:39,37_Mat.3,30.068,37,Mat.3,2016/01/29 07:39,2016/01/29,07:39,7,AM
2016/01/29 07:44,37_Mat.3,30.943,37,Mat.3,2016/01/29 07:44,2016/01/29,07:44,7,AM
2016/01/29 07:49,37_Mat.3,31.754,37,Mat.3,2016/01/29 07:49,2016/01/29,07:49,7,AM
2016/01/29 07:54,37_Mat.3,33.19,37,Mat.3,2016/01/29 07:54,2016/01/29,07:54,7,AM
2016/01/29 07:59,37_Mat.3,33.877,37,Mat.3,2016/01/29 07:59,2016/01/29,07:59,7,AM
2016/01/29 08:04,37_Mat.3,34.938,37,Mat.3,2016/01/29 08:04,2016/01/29,08:04,8,AM
2016/01/29 08:09,37_Mat.3,35.936,37,Mat.3,2016/01/29 08:09,2016/01/29,08:09,8,AM
2016/01/29 08:14,37_Mat.3,36.311,37,Mat.3,2016/01/29 08:14,2016/01/29,08:14,8,AM
2016/01/29 08:19,37_Mat.3,37.122,37,Mat.3,2016/01/29 08:19,2016/01/29,08:19,8,AM
2016/01/29 08:24,37_Mat.3,38.182,37,Mat.3,2016/01/29 08:24,2016/01/29,08:24,8,AM
2016/01/29 08:29,37_Mat.3,38.743,37,Mat.3,2016/01/29 08:29,2016/01/29,08:29,8,AM
2016/01/29 08:34,37_Mat.3,38.743,37,Mat.3,2016/01/29 08:34,2016/01/29,08:34,8,AM
2016/01/29 08:39,37_Mat.3,39.554,37,Mat.3,2016/01/29 08:39,2016/01/29,08:39,8,AM
2016/01/29 08:44,37_Mat.3,40.489,37,Mat.3,2016/01/29 08:44,2016/01/29,08:44,8,AM
2016/01/29 08:49,37_Mat.3,41.612,37,Mat.3,2016/01/29 08:49,2016/01/29,08:49,8,AM
2016/01/29 08:54,37_Mat.3,43.045,37,Mat.3,2016/01/29 08:54,2016/01/29,08:54,8,AM
2016/01/29 08:59,37_Mat.3,43.108,37,Mat.3,2016/01/29 08:59,2016/01/29,08:59,8,AM
2016/01/29 09:04,37_Mat.3,42.734,37,Mat.3,2016/01/29 09:04,2016/01/29,09:04,9,AM
2016/01/29 09:09,37_Mat.3,43.357,37,Mat.3,2016/01/29 09:09,2016/01/29,09:09,9,AM
2016/02/01 06:54,37_1,25.348,37,1,2016/02/01 06:54,2016/02/01,06:54,6,AM
2016/02/01 06:59,37_1,25.473,37,1,2016/02/01 06:59,2016/02/01,06:59,6,AM
2016/02/01 07:04,37_1,25.66,37,1,2016/02/01 07:04,2016/02/01,07:04,7,AM
2016/02/01 07:09,37_1,25.66,37,1,2016/02/01 07:09,2016/02/01,07:09,7,AM
2016/02/01 07:14,37_1,25.535,37,1,2016/02/01 07:14,2016/02/01,07:14,7,AM
2016/02/01 07:19,37_1,25.598,37,1,2016/02/01 07:19,2016/02/01,07:19,7,AM
2016/02/01 07:24,37_1,25.66,37,1,2016/02/01 07:24,2016/02/01,07:24,7,AM
2016/02/01 07:29,37_1,25.91,37,1,2016/02/01 07:29,2016/02/01,07:29,7,AM
2016/02/01 07:34,37_1,26.16,37,1,2016/02/01 07:34,2016/02/01,07:34,7,AM
2016/02/01 07:39,37_1,26.223,37,1,2016/02/01 07:39,2016/02/01,07:39,7,AM
2016/02/01 07:44,37_1,26.16,37,1,2016/02/01 07:44,2016/02/01,07:44,7,AM
2016/02/01 07:49,37_1,26.16,37,1,2016/02/01 07:49,2016/02/01,07:49,7,AM
2016/02/01 07:54,37_1,26.223,37,1,2016/02/01 07:54,2016/02/01,07:54,7,AM
2016/02/01 07:59,37_1,26.41,37,1,2016/02/01 07:59,2016/02/01,07:59,7,AM
2016/02/01 08:04,37_1,26.785,37,1,2016/02/01 08:04,2016/02/01,08:04,8,AM
2016/02/01 08:09,37_1,27.222,37,1,2016/02/01 08:09,2016/02/01,08:09,8,AM
2016/02/01 08:14,37_1,27.534,37,1,2016/02/01 08:14,2016/02/01,08:14,8,AM
2016/02/01 08:19,37_1,27.847,37,1,2016/02/01 08:19,2016/02/01,08:19,8,AM
2016/02/01 08:24,37_1,27.784,37,1,2016/02/01 08:24,2016/02/01,08:24,8,AM
2016/02/01 08:29,37_1,27.659,37,1,2016/02/01 08:29,2016/02/01,08:29,8,AM
2016/02/01 08:34,37_1,27.722,37,1,2016/02/01 08:34,2016/02/01,08:34,8,AM
2016/02/01 08:39,37_1,27.909,37,1,2016/02/01 08:39,2016/02/01,08:39,8,AM
2016/02/01 08:44,37_1,28.159,37,1,2016/02/01 08:44,2016/02/01,08:44,8,AM
2016/02/01 08:49,37_1,28.721,37,1,2016/02/01 08:49,2016/02/01,08:49,8,AM
2016/02/01 06:54,37_2,24.934,37,2,2016/02/01 06:54,2016/02/01,06:54,6,AM
2016/02/01 06:59,37_2,25.059,37,2,2016/02/01 06:59,2016/02/01,06:59,6,AM
2016/02/01 07:04,37_2,25.121,37,2,2016/02/01 07:04,2016/02/01,07:04,7,AM
2016/02/01 07:09,37_2,24.996,37,2,2016/02/01 07:09,2016/02/01,07:09,7,AM
2016/02/01 07:14,37_2,24.871,37,2,2016/02/01 07:14,2016/02/01,07:14,7,AM
2016/02/01 07:19,37_2,25.246,37,2,2016/02/01 07:19,2016/02/01,07:19,7,AM
2016/02/01 07:24,37_2,25.684,37,2,2016/02/01 07:24,2016/02/01,07:24,7,AM
