Dtime,logger,temperature,Col,logger.1,d,YMD,Hour,Hour2,Session
2016/02/05 18:19,50_6,39.438,50,6,2016/02/05 18:19,2016/02/05,18:19,18,PM
2016/02/05 18:24,50_6,39.189,50,6,2016/02/05 18:24,2016/02/05,18:24,18,PM
2016/02/05 18:29,50_6,38.255,50,6,2016/02/05 18:29,2016/02/05,18:29,18,PM
2016/02/05 18:34,50_6,36.883,50,6,2016/02/05 18:34,2016/02/05,18:34,18,PM
2016/02/05 16:39,50_7,41.684,50,7,2016/02/05 16:39,2016/02/05,16:39,16,PM
2016/02/05 16:44,50_7,41.124,50,7,2016/02/05 16:44,2016/02/05,16:44,16,PM
2016/02/05 16:49,50_7,39.256,50,7,2016/02/05 16:49,2016/02/05,16:49,16,PM
2016/02/05 16:54,50_7,42.991,50,7,2016/02/05 16:54,2016/02/05,16:54,16,PM
2016/02/05 16:59,50_7,42.493,50,7,2016/02/05 16:59,2016/02/05,16:59,16,PM
2016/02/05 17:04,50_7,41.062,50,7,2016/02/05 17:04,2016/02/05,17:04,17,PM
2016/02/05 17:09,50_7,40.75,50,7,2016/02/05 17:09,2016/02/05,17:09,17,PM
2016/02/05 17:14,50_7,42.245,50,7,2016/02/05 17:14,2016/02/05,17:14,17,PM
2016/02/05 17:19,50_7,41.062,50,7,2016/02/05 17:19,2016/02/05,17:19,17,PM
2016/02/05 17:24,50_7,40.003,50,7,2016/02/05 17:24,2016/02/05,17:24,17,PM
2016/02/05 17:29,50_7,38.571,50,7,2016/02/05 17:29,2016/02/05,17:29,17,PM
2016/02/05 17:34,50_7,38.197,50,7,2016/02/05 17:34,2016/02/05,17:34,17,PM
2016/02/05 17:39,50_7,37.511,50,7,2016/02/05 17:39,2016/02/05,17:39,17,PM
2016/02/05 17:44,50_7,36.826,50,7,2016/02/05 17:44,2016/02/05,17:44,17,PM
2016/02/05 17:49,50_7,36.514,50,7,2016/02/05 17:49,2016/02/05,17:49,17,PM
2016/02/05 17:54,50_7,35.829,50,7,2016/02/05 17:54,2016/02/05,17:54,17,PM
2016/02/05 17:59,50_7,35.704,50,7,2016/02/05 17:59,2016/02/05,17:59,17,PM
2016/02/05 18:04,50_7,35.704,50,7,2016/02/05 18:04,2016/02/05,18:04,18,PM
2016/02/05 18:09,50_7,35.642,50,7,2016/02/05 18:09,2016/02/05,18:09,18,PM
2016/02/05 18:14,50_7,35.642,50,7,2016/02/05 18:14,2016/02/05,18:14,18,PM
2016/02/05 18:19,50_7,36.327,50,7,2016/02/05 18:19,2016/02/05,18:19,18,PM
2016/02/05 18:24,50_7,36.452,50,7,2016/02/05 18:24,2016/02/05,18:24,18,PM
2016/02/05 18:29,50_7,36.203,50,7,2016/02/05 18:29,2016/02/05,18:29,18,PM
2016/02/05 18:34,50_7,35.704,50,7,2016/02/05 18:34,2016/02/05,18:34,18,PM
2016/02/05 16:39,50_8,42.878,50,8,2016/02/05 16:39,2016/02/05,16:39,16,PM
2016/02/05 16:44,50_8,42.878,50,8,2016/02/05 16:44,2016/02/05,16:44,16,PM
2016/02/05 16:49,50_8,42.319,50,8,2016/02/05 16:49,2016/02/05,16:49,16,PM
2016/02/05 16:54,50_8,41.324,50,8,2016/02/05 16:54,2016/02/05,16:54,16,PM
2016/02/05 16:59,50_8,41.448,50,8,2016/02/05 16:59,2016/02/05,16:59,16,PM
2016/02/05 17:04,50_8,40.826,50,8,2016/02/05 17:04,2016/02/05,17:04,17,PM
2016/02/05 17:09,50_8,40.453,50,8,2016/02/05 17:09,2016/02/05,17:09,17,PM
2016/02/05 17:14,50_8,42.443,50,8,2016/02/05 17:14,2016/02/05,17:14,17,PM
2016/02/05 17:19,50_8,44.618,50,8,2016/02/05 17:19,2016/02/05,17:19,17,PM
2016/02/05 17:24,50_8,42.443,50,8,2016/02/05 17:24,2016/02/05,17:24,17,PM
2016/02/05 17:29,50_8,40.702,50,8,2016/02/05 17:29,2016/02/05,17:29,17,PM
2016/02/05 17:34,50_8,40.267,50,8,2016/02/05 17:34,2016/02/05,17:34,17,PM
2016/02/05 17:39,50_8,40.64,50,8,2016/02/05 17:39,2016/02/05,17:39,17,PM
2016/02/05 17:44,50_8,39.085,50,8,2016/02/05 17:44,2016/02/05,17:44,17,PM
2016/02/05 17:49,50_8,37.529,50,8,2016/02/05 17:49,2016/02/05,17:49,17,PM
2016/02/05 17:54,50_8,36.719,50,8,2016/02/05 17:54,2016/02/05,17:54,17,PM
2016/02/05 17:59,50_8,36.283,50,8,2016/02/05 17:59,2016/02/05,17:59,17,PM
2016/02/05 18:04,50_8,36.034,50,8,2016/02/05 18:04,2016/02/05,18:04,18,PM
2016/02/05 18:09,50_8,36.221,50,8,2016/02/05 18:09,2016/02/05,18:09,18,PM
2016/02/05 18:14,50_8,36.346,50,8,2016/02/05 18:14,2016/02/05,18:14,18,PM
2016/02/05 18:19,50_8,37.653,50,8,2016/02/05 18:19,2016/02/05,18:19,18,PM
2016/02/05 18:24,50_8,38.711,50,8,2016/02/05 18:24,2016/02/05,18:24,18,PM
2016/02/05 18:29,50_8,38.587,50,8,2016/02/05 18:29,2016/02/05,18:29,18,PM
2016/02/05 18:34,50_8,39.645,50,8,2016/02/05 18:34,2016/02/05,18:34,18,PM
2016/02/05 16:39,50_9,43.158,50,9,2016/02/05 16:39,2016/02/05,16:39,16,PM
2016/02/05 16:44,50_9,40.792,50,9,2016/02/05 16:44,2016/02/05,16:44,16,PM
2016/02/05 16:49,50_9,39.796,50,9,2016/02/05 16:49,2016/02/05,16:49,16,PM
2016/02/05 16:54,50_9,41.726,50,9,2016/02/05 16:54,2016/02/05,16:54,16,PM
2016/02/05 16:59,50_9,43.594,50,9,2016/02/05 16:59,2016/02/05,16:59,16,PM
2016/02/05 17:04,50_9,42.224,50,9,2016/02/05 17:04,2016/02/05,17:04,17,PM
2016/02/05 17:09,50_9,40.543,50,9,2016/02/05 17:09,2016/02/05,17:09,17,PM
2016/02/05 17:14,50_9,40.854,50,9,2016/02/05 17:14,2016/02/05,17:14,17,PM
2016/02/05 17:19,50_9,41.103,50,9,2016/02/05 17:19,2016/02/05,17:19,17,PM
2016/02/05 17:24,50_9,43.656,50,9,2016/02/05 17:24,2016/02/05,17:24,17,PM
2016/02/05 17:29,50_9,45.958,50,9,2016/02/05 17:29,2016/02/05,17:29,17,PM
2016/02/05 17:34,50_9,42.847,50,9,2016/02/05 17:34,2016/02/05,17:34,17,PM
2016/02/05 17:39,50_9,41.041,50,9,2016/02/05 17:39,2016/02/05,17:39,17,PM
2016/02/05 17:44,50_9,39.297,50,9,2016/02/05 17:44,2016/02/05,17:44,17,PM
2016/02/05 17:49,50_9,37.864,50,9,2016/02/05 17:49,2016/02/05,17:49,17,PM
2016/02/05 17:54,50_9,36.68,50,9,2016/02/05 17:54,2016/02/05,17:54,17,PM
2016/02/05 17:59,50_9,36.244,50,9,2016/02/05 17:59,2016/02/05,17:59,17,PM
2016/02/05 18:04,50_9,35.932,50,9,2016/02/05 18:04,2016/02/05,18:04,18,PM
2016/02/05 18:09,50_9,36.181,50,9,2016/02/05 18:09,2016/02/05,18:09,18,PM
2016/02/05 18:14,50_9,35.994,50,9,2016/02/05 18:14,2016/02/05,18:14,18,PM
2016/02/05 18:19,50_9,36.742,50,9,2016/02/05 18:19,2016/02/05,18:19,18,PM
2016/02/05 18:24,50_9,37.864,50,9,2016/02/05 18:24,2016/02/05,18:24,18,PM
2016/02/05 18:29,50_9,37.116,50,9,2016/02/05 18:29,2016/02/05,18:29,18,PM
2016/02/05 18:34,50_9,38.425,50,9,2016/02/05 18:34,2016/02/05,18:34,18,PM
2016/02/07 14:09,50_6,48.09,50,6,2016/02/07 14:09,2016/02/07,14:09,14,MID
2016/02/07 14:14,50_6,45.166,50,6,2016/02/07 14:14,2016/02/07,14:14,14,MID
2016/02/07 14:19,50_6,44.669,50,6,2016/02/07 14:19,2016/02/07,14:19,14,MID
2016/02/07 14:24,50_6,46.659,50,6,2016/02/07 14:24,2016/02/07,14:24,14,MID
2016/02/07 14:29,50_6,46.1,50,6,2016/02/07 14:29,2016/02/07,14:29,14,MID
2016/02/07 14:34,50_6,45.726,50,6,2016/02/07 14:34,2016/02/07,14:34,14,MID
2016/02/07 14:39,50_6,46.162,50,6,2016/02/07 14:39,2016/02/07,14:39,14,MID
2016/02/07 14:44,50_6,48.525,50,6,2016/02/07 14:44,2016/02/07,14:44,14,MID
2016/02/07 14:49,50_6,48.774,50,6,2016/02/07 14:49,2016/02/07,14:49,14,MID
2016/02/07 14:54,50_6,47.033,50,6,2016/02/07 14:54,2016/02/07,14:54,14,MID
2016/02/07 14:59,50_6,45.851,50,6,2016/02/07 14:59,2016/02/07,14:59,14,MID
2016/02/07 15:04,50_6,47.033,50,6,2016/02/07 15:04,2016/02/07,15:04,15,MID
2016/02/07 15:09,50_6,48.96,50,6,2016/02/07 15:09,2016/02/07,15:09,15,MID
2016/02/07 15:14,50_6,48.525,50,6,2016/02/07 15:14,2016/02/07,15:14,15,MID
2016/02/07 15:19,50_6,46.784,50,6,2016/02/07 15:19,2016/02/07,15:19,15,MID
2016/02/07 15:24,50_6,46.473,50,6,2016/02/07 15:24,2016/02/07,15:24,15,MID
2016/02/07 15:29,50_6,46.286,50,6,2016/02/07 15:29,2016/02/07,15:29,15,MID
2016/02/07 15:34,50_6,46.97,50,6,2016/02/07 15:34,2016/02/07,15:34,15,MID
2016/02/07 15:39,50_6,45.789,50,6,2016/02/07 15:39,2016/02/07,15:39,15,MID
2016/02/07 15:44,50_6,47.095,50,6,2016/02/07 15:44,2016/02/07,15:44,15,MID
2016/02/07 15:49,50_6,46.286,50,6,2016/02/07 15:49,2016/02/07,15:49,15,MID
2016/02/07 15:54,50_6,48.276,50,6,2016/02/07 15:54,2016/02/07,15:54,15,MID
2016/02/07 15:59,50_6,46.97,50,6,2016/02/07 15:59,2016/02/07,15:59,15,MID
2016/02/07 16:04,50_6,44.544,50,6,2016/02/07 16:04,2016/02/07,16:04,16,MID
2016/02/07 16:09,50_6,44.855,50,6,2016/02/07 16:09,2016/02/07,16:09,16,MID
2016/02/07 14:09,50_7,36.39,50,7,2016/02/07 14:09,2016/02/07,14:09,14,MID
2016/02/07 14:14,50_7,36.514,50,7,2016/02/07 14:14,2016/02/07,14:14,14,MID
2016/02/07 14:19,50_7,36.701,50,7,2016/02/07 14:19,2016/02/07,14:19,14,MID
2016/02/07 14:24,50_7,36.701,50,7,2016/02/07 14:24,2016/02/07,14:24,14,MID
2016/02/07 14:29,50_7,36.888,50,7,2016/02/07 14:29,2016/02/07,14:29,14,MID
2016/02/07 14:34,50_7,36.951,50,7,2016/02/07 14:34,2016/02/07,14:34,14,MID
2016/02/07 14:39,50_7,36.951,50,7,2016/02/07 14:39,2016/02/07,14:39,14,MID
2016/02/07 14:44,50_7,36.888,50,7,2016/02/07 14:44,2016/02/07,14:44,14,MID
2016/02/07 14:49,50_7,36.764,50,7,2016/02/07 14:49,2016/02/07,14:49,14,MID
2016/02/07 14:54,50_7,37.262,50,7,2016/02/07 14:54,2016/02/07,14:54,14,MID
2016/02/07 14:59,50_7,38.072,50,7,2016/02/07 14:59,2016/02/07,14:59,14,MID
2016/02/07 15:04,50_7,39.879,50,7,2016/02/07 15:04,2016/02/07,15:04,15,MID
2016/02/07 15:09,50_7,41.186,50,7,2016/02/07 15:09,2016/02/07,15:09,15,MID
2016/02/07 15:14,50_7,45.604,50,7,2016/02/07 15:14,2016/02/07,15:14,15,MID
2016/02/07 15:19,50_7,45.791,50,7,2016/02/07 15:19,2016/02/07,15:19,15,MID
2016/02/07 15:24,50_7,44.547,50,7,2016/02/07 15:24,2016/02/07,15:24,15,MID
2016/02/07 15:29,50_7,43.489,50,7,2016/02/07 15:29,2016/02/07,15:29,15,MID
2016/02/07 15:34,50_7,41.684,50,7,2016/02/07 15:34,2016/02/07,15:34,15,MID
2016/02/07 15:39,50_7,41.933,50,7,2016/02/07 15:39,2016/02/07,15:39,15,MID
2016/02/07 15:44,50_7,45.231,50,7,2016/02/07 15:44,2016/02/07,15:44,15,MID
2016/02/07 15:49,50_7,43.24,50,7,2016/02/07 15:49,2016/02/07,15:49,15,MID
2016/02/07 15:54,50_7,42.058,50,7,2016/02/07 15:54,2016/02/07,15:54,15,MID
2016/02/07 15:59,50_7,41.871,50,7,2016/02/07 15:59,2016/02/07,15:59,15,MID
2016/02/07 16:04,50_7,40.75,50,7,2016/02/07 16:04,2016/02/07,16:04,16,MID
2016/02/07 16:09,50_7,41.622,50,7,2016/02/07 16:09,2016/02/07,16:09,16,MID
2016/02/07 14:09,50_8,35.972,50,8,2016/02/07 14:09,2016/02/07,14:09,14,MID
2016/02/07 14:14,50_8,36.221,50,8,2016/02/07 14:14,2016/02/07,14:14,14,MID
2016/02/07 14:19,50_8,36.346,50,8,2016/02/07 14:19,2016/02/07,14:19,14,MID
2016/02/07 14:24,50_8,36.532,50,8,2016/02/07 14:24,2016/02/07,14:24,14,MID
2016/02/07 14:29,50_8,36.844,50,8,2016/02/07 14:29,2016/02/07,14:29,14,MID
2016/02/07 14:34,50_8,36.844,50,8,2016/02/07 14:34,2016/02/07,14:34,14,MID
2016/02/07 14:39,50_8,36.844,50,8,2016/02/07 14:39,2016/02/07,14:39,14,MID
2016/02/07 14:44,50_8,36.906,50,8,2016/02/07 14:44,2016/02/07,14:44,14,MID
2016/02/07 14:49,50_8,36.968,50,8,2016/02/07 14:49,2016/02/07,14:49,14,MID
2016/02/07 14:54,50_8,37.591,50,8,2016/02/07 14:54,2016/02/07,14:54,14,MID
2016/02/07 14:59,50_8,38.027,50,8,2016/02/07 14:59,2016/02/07,14:59,14,MID
2016/02/07 15:04,50_8,38.4,50,8,2016/02/07 15:04,2016/02/07,15:04,15,MID
2016/02/07 15:09,50_8,39.022,50,8,2016/02/07 15:09,2016/02/07,15:09,15,MID
2016/02/07 15:14,50_8,40.515,50,8,2016/02/07 15:14,2016/02/07,15:14,15,MID
2016/02/07 15:19,50_8,42.878,50,8,2016/02/07 15:19,2016/02/07,15:19,15,MID
2016/02/07 15:24,50_8,41.821,50,8,2016/02/07 15:24,2016/02/07,15:24,15,MID
2016/02/07 15:29,50_8,41.51,50,8,2016/02/07 15:29,2016/02/07,15:29,15,MID
2016/02/07 15:34,50_8,43.375,50,8,2016/02/07 15:34,2016/02/07,15:34,15,MID
2016/02/07 15:39,50_8,45.674,50,8,2016/02/07 15:39,2016/02/07,15:39,15,MID
2016/02/07 15:44,50_8,47.226,50,8,2016/02/07 15:44,2016/02/07,15:44,15,MID
2016/02/07 15:49,50_8,44.121,50,8,2016/02/07 15:49,2016/02/07,15:49,15,MID
2016/02/07 15:54,50_8,42.505,50,8,2016/02/07 15:54,2016/02/07,15:54,15,MID
2016/02/07 15:59,50_8,41.137,50,8,2016/02/07 15:59,2016/02/07,15:59,15,MID
2016/02/07 16:04,50_8,41.262,50,8,2016/02/07 16:04,2016/02/07,16:04,16,MID
2016/02/07 16:09,50_8,43.375,50,8,2016/02/07 16:09,2016/02/07,16:09,16,MID
2016/02/07 14:09,50_9,36.119,50,9,2016/02/07 14:09,2016/02/07,14:09,14,MID
2016/02/07 14:14,50_9,36.244,50,9,2016/02/07 14:14,2016/02/07,14:14,14,MID
2016/02/07 14:19,50_9,36.431,50,9,2016/02/07 14:19,2016/02/07,14:19,14,MID
2016/02/07 14:24,50_9,36.555,50,9,2016/02/07 14:24,2016/02/07,14:24,14,MID
2016/02/07 14:29,50_9,36.805,50,9,2016/02/07 14:29,2016/02/07,14:29,14,MID
2016/02/07 14:34,50_9,36.68,50,9,2016/02/07 14:34,2016/02/07,14:34,14,MID
2016/02/07 14:39,50_9,36.555,50,9,2016/02/07 14:39,2016/02/07,14:39,14,MID
2016/02/07 14:44,50_9,36.555,50,9,2016/02/07 14:44,2016/02/07,14:44,14,MID
2016/02/07 14:49,50_9,36.431,50,9,2016/02/07 14:49,2016/02/07,14:49,14,MID
2016/02/07 14:54,50_9,36.742,50,9,2016/02/07 14:54,2016/02/07,14:54,14,MID
2016/02/07 14:59,50_9,37.179,50,9,2016/02/07 14:59,2016/02/07,14:59,14,MID
2016/02/07 15:04,50_9,37.054,50,9,2016/02/07 15:04,2016/02/07,15:04,15,MID
2016/02/07 15:09,50_9,36.867,50,9,2016/02/07 15:09,2016/02/07,15:09,15,MID
2016/02/07 15:14,50_9,37.241,50,9,2016/02/07 15:14,2016/02/07,15:14,15,MID
2016/02/07 15:19,50_9,39.484,50,9,2016/02/07 15:19,2016/02/07,15:19,15,MID
2016/02/07 15:24,50_9,39.796,50,9,2016/02/07 15:24,2016/02/07,15:24,15,MID
2016/02/07 15:29,50_9,40.979,50,9,2016/02/07 15:29,2016/02/07,15:29,15,MID
2016/02/07 15:34,50_9,41.228,50,9,2016/02/07 15:34,2016/02/07,15:34,15,MID
2016/02/07 15:39,50_9,40.356,50,9,2016/02/07 15:39,2016/02/07,15:39,15,MID
2016/02/07 15:44,50_9,41.041,50,9,2016/02/07 15:44,2016/02/07,15:44,15,MID
2016/02/07 15:49,50_9,44.714,50,9,2016/02/07 15:49,2016/02/07,15:49,15,MID
2016/02/07 15:54,50_9,48.818,50,9,2016/02/07 15:54,2016/02/07,15:54,15,MID
2016/02/07 15:59,50_9,48.01,50,9,2016/02/07 15:59,2016/02/07,15:59,15,MID
2016/02/07 16:04,50_9,44.651,50,9,2016/02/07 16:04,2016/02/07,16:04,16,MID
2016/02/07 16:09,50_9,43.033,50,9,2016/02/07 16:09,2016/02/07,16:09,16,MID
2016/02/08 17:24,50_6,45.415,50,6,2016/02/08 17:24,2016/02/08,17:24,17,PM
2016/02/08 17:29,50_6,44.357,50,6,2016/02/08 17:29,2016/02/08,17:29,17,PM
2016/02/08 17:34,50_6,44.918,50,6,2016/02/08 17:34,2016/02/08,17:34,17,PM
2016/02/08 17:39,50_6,44.98,50,6,2016/02/08 17:39,2016/02/08,17:39,17,PM
2016/02/08 17:44,50_6,44.295,50,6,2016/02/08 17:44,2016/02/08,17:44,17,PM
2016/02/08 17:49,50_6,43.673,50,6,2016/02/08 17:49,2016/02/08,17:49,17,PM
2016/02/08 17:54,50_6,43.424,50,6,2016/02/08 17:54,2016/02/08,17:54,17,PM
2016/02/08 17:59,50_6,42.428,50,6,2016/02/08 17:59,2016/02/08,17:59,17,PM
2016/02/08 18:04,50_6,41.369,50,6,2016/02/08 18:04,2016/02/08,18:04,18,PM
2016/02/08 18:09,50_6,39.563,50,6,2016/02/08 18:09,2016/02/08,18:09,18,PM
2016/02/08 18:14,50_6,40.311,50,6,2016/02/08 18:14,2016/02/08,18:14,18,PM
2016/02/08 18:19,50_6,39.501,50,6,2016/02/08 18:19,2016/02/08,18:19,18,PM
2016/02/08 18:24,50_6,38.442,50,6,2016/02/08 18:24,2016/02/08,18:24,18,PM
2016/02/08 18:29,50_6,37.444,50,6,2016/02/08 18:29,2016/02/08,18:29,18,PM
2016/02/08 18:34,50_6,36.572,50,6,2016/02/08 18:34,2016/02/08,18:34,18,PM
2016/02/08 18:39,50_6,36.073,50,6,2016/02/08 18:39,2016/02/08,18:39,18,PM
2016/02/08 18:44,50_6,36.198,50,6,2016/02/08 18:44,2016/02/08,18:44,18,PM
2016/02/08 18:49,50_6,37.694,50,6,2016/02/08 18:49,2016/02/08,18:49,18,PM
2016/02/08 18:54,50_6,38.94,50,6,2016/02/08 18:54,2016/02/08,18:54,18,PM
2016/02/08 18:59,50_6,39.127,50,6,2016/02/08 18:59,2016/02/08,18:59,18,PM
2016/02/08 19:04,50_6,37.569,50,6,2016/02/08 19:04,2016/02/08,19:04,19,PM
2016/02/08 19:09,50_6,35.886,50,6,2016/02/08 19:09,2016/02/08,19:09,19,PM
2016/02/08 19:14,50_6,35.075,50,6,2016/02/08 19:14,2016/02/08,19:14,19,PM
2016/02/08 19:19,50_6,34.576,50,6,2016/02/08 19:19,2016/02/08,19:19,19,PM
2016/02/08 17:24,50_7,41.249,50,7,2016/02/08 17:24,2016/02/08,17:24,17,PM
2016/02/08 17:29,50_7,40.252,50,7,2016/02/08 17:29,2016/02/08,17:29,17,PM
2016/02/08 17:34,50_7,40.75,50,7,2016/02/08 17:34,2016/02/08,17:34,17,PM
2016/02/08 17:39,50_7,40.875,50,7,2016/02/08 17:39,2016/02/08,17:39,17,PM
2016/02/08 17:44,50_7,40.003,50,7,2016/02/08 17:44,2016/02/08,17:44,17,PM
2016/02/08 17:49,50_7,38.446,50,7,2016/02/08 17:49,2016/02/08,17:49,17,PM
2016/02/08 17:54,50_7,37.636,50,7,2016/02/08 17:54,2016/02/08,17:54,17,PM
2016/02/08 17:59,50_7,37.2,50,7,2016/02/08 17:59,2016/02/08,17:59,17,PM
2016/02/08 18:04,50_7,37.075,50,7,2016/02/08 18:04,2016/02/08,18:04,18,PM
2016/02/08 18:09,50_7,37.511,50,7,2016/02/08 18:09,2016/02/08,18:09,18,PM
2016/02/08 18:14,50_7,37.2,50,7,2016/02/08 18:14,2016/02/08,18:14,18,PM
2016/02/08 18:19,50_7,38.944,50,7,2016/02/08 18:19,2016/02/08,18:19,18,PM
2016/02/08 18:24,50_7,41.747,50,7,2016/02/08 18:24,2016/02/08,18:24,18,PM
2016/02/08 18:29,50_7,40.937,50,7,2016/02/08 18:29,2016/02/08,18:29,18,PM
2016/02/08 18:34,50_7,41.062,50,7,2016/02/08 18:34,2016/02/08,18:34,18,PM
2016/02/08 18:39,50_7,41.124,50,7,2016/02/08 18:39,2016/02/08,18:39,18,PM
2016/02/08 18:44,50_7,40.937,50,7,2016/02/08 18:44,2016/02/08,18:44,18,PM
2016/02/08 18:49,50_7,38.758,50,7,2016/02/08 18:49,2016/02/08,18:49,18,PM
2016/02/08 18:54,50_7,35.891,50,7,2016/02/08 18:54,2016/02/08,18:54,18,PM
2016/02/08 18:59,50_7,34.769,50,7,2016/02/08 18:59,2016/02/08,18:59,18,PM
2016/02/08 19:04,50_7,34.27,50,7,2016/02/08 19:04,2016/02/08,19:04,19,PM
2016/02/08 19:09,50_7,33.896,50,7,2016/02/08 19:09,2016/02/08,19:09,19,PM
2016/02/08 19:14,50_7,33.708,50,7,2016/02/08 19:14,2016/02/08,19:14,19,PM
2016/02/08 19:19,50_7,33.334,50,7,2016/02/08 19:19,2016/02/08,19:19,19,PM
2016/02/08 17:24,50_8,45.115,50,8,2016/02/08 17:24,2016/02/08,17:24,17,PM
2016/02/08 17:29,50_8,44.99,50,8,2016/02/08 17:29,2016/02/08,17:29,17,PM
2016/02/08 17:34,50_8,43.189,50,8,2016/02/08 17:34,2016/02/08,17:34,17,PM
2016/02/08 17:39,50_8,43.313,50,8,2016/02/08 17:39,2016/02/08,17:39,17,PM
2016/02/08 17:44,50_8,42.381,50,8,2016/02/08 17:44,2016/02/08,17:44,17,PM
2016/02/08 17:49,50_8,40.702,50,8,2016/02/08 17:49,2016/02/08,17:49,17,PM
2016/02/08 17:54,50_8,38.711,50,8,2016/02/08 17:54,2016/02/08,17:54,17,PM
2016/02/08 17:59,50_8,37.84,50,8,2016/02/08 17:59,2016/02/08,17:59,17,PM
2016/02/08 18:04,50_8,38.151,50,8,2016/02/08 18:04,2016/02/08,18:04,18,PM
2016/02/08 18:09,50_8,39.396,50,8,2016/02/08 18:09,2016/02/08,18:09,18,PM
2016/02/08 18:14,50_8,39.645,50,8,2016/02/08 18:14,2016/02/08,18:14,18,PM
2016/02/08 18:19,50_8,41.51,50,8,2016/02/08 18:19,2016/02/08,18:19,18,PM
2016/02/08 18:24,50_8,41.573,50,8,2016/02/08 18:24,2016/02/08,18:24,18,PM
2016/02/08 18:29,50_8,40.951,50,8,2016/02/08 18:29,2016/02/08,18:29,18,PM
2016/02/08 18:34,50_8,39.831,50,8,2016/02/08 18:34,2016/02/08,18:34,18,PM
2016/02/08 18:39,50_8,40.515,50,8,2016/02/08 18:39,2016/02/08,18:39,18,PM
2016/02/08 18:44,50_8,40.826,50,8,2016/02/08 18:44,2016/02/08,18:44,18,PM
2016/02/08 18:49,50_8,38.649,50,8,2016/02/08 18:49,2016/02/08,18:49,18,PM
2016/02/08 18:54,50_8,36.034,50,8,2016/02/08 18:54,2016/02/08,18:54,18,PM
2016/02/08 18:59,50_8,34.85,50,8,2016/02/08 18:59,2016/02/08,18:59,18,PM
2016/02/08 19:04,50_8,34.29,50,8,2016/02/08 19:04,2016/02/08,19:04,19,PM
2016/02/08 19:09,50_8,33.916,50,8,2016/02/08 19:09,2016/02/08,19:09,19,PM
2016/02/08 19:14,50_8,33.729,50,8,2016/02/08 19:14,2016/02/08,19:14,19,PM
2016/02/08 19:19,50_8,33.355,50,8,2016/02/08 19:19,2016/02/08,19:19,19,PM
2016/02/08 17:24,50_9,43.531,50,9,2016/02/08 17:24,2016/02/08,17:24,17,PM
2016/02/08 17:29,50_9,45.833,50,9,2016/02/08 17:29,2016/02/08,17:29,17,PM
2016/02/08 17:34,50_9,45.398,50,9,2016/02/08 17:34,2016/02/08,17:34,17,PM
2016/02/08 17:39,50_9,44.963,50,9,2016/02/08 17:39,2016/02/08,17:39,17,PM
2016/02/08 17:44,50_9,42.66,50,9,2016/02/08 17:44,2016/02/08,17:44,17,PM
2016/02/08 17:49,50_9,40.418,50,9,2016/02/08 17:49,2016/02/08,17:49,17,PM
2016/02/08 17:54,50_9,39.048,50,9,2016/02/08 17:54,2016/02/08,17:54,17,PM
2016/02/08 17:59,50_9,37.49,50,9,2016/02/08 17:59,2016/02/08,17:59,17,PM
2016/02/08 18:04,50_9,37.615,50,9,2016/02/08 18:04,2016/02/08,18:04,18,PM
2016/02/08 18:09,50_9,39.11,50,9,2016/02/08 18:09,2016/02/08,18:09,18,PM
2016/02/08 18:14,50_9,39.36,50,9,2016/02/08 18:14,2016/02/08,18:14,18,PM
2016/02/08 18:19,50_9,41.29,50,9,2016/02/08 18:19,2016/02/08,18:19,18,PM
2016/02/08 18:24,50_9,42.411,50,9,2016/02/08 18:24,2016/02/08,18:24,18,PM
2016/02/08 18:29,50_9,41.353,50,9,2016/02/08 18:29,2016/02/08,18:29,18,PM
2016/02/08 18:34,50_9,40.045,50,9,2016/02/08 18:34,2016/02/08,18:34,18,PM
2016/02/08 18:39,50_9,40.792,50,9,2016/02/08 18:39,2016/02/08,18:39,18,PM
2016/02/08 18:44,50_9,41.166,50,9,2016/02/08 18:44,2016/02/08,18:44,18,PM
2016/02/08 18:49,50_9,39.173,50,9,2016/02/08 18:49,2016/02/08,18:49,18,PM
2016/02/08 18:54,50_9,36.181,50,9,2016/02/08 18:54,2016/02/08,18:54,18,PM
2016/02/08 18:59,50_9,34.872,50,9,2016/02/08 18:59,2016/02/08,18:59,18,PM
2016/02/08 19:04,50_9,34.311,50,9,2016/02/08 19:04,2016/02/08,19:04,19,PM
2016/02/08 19:09,50_9,33.936,50,9,2016/02/08 19:09,2016/02/08,19:09,19,PM
2016/02/08 19:14,50_9,33.749,50,9,2016/02/08 19:14,2016/02/08,19:14,19,PM
2016/02/08 19:19,50_9,33.375,50,9,2016/02/08 19:19,2016/02/08,19:19,19,PM
2016/02/09 06:39,50_6,20.709,50,6,2016/02/09 06:39,2016/02/09,06:39,6,AM
2016/02/09 06:44,50_6,22.272,50,6,2016/02/09 06:44,2016/02/09,06:44,6,AM
2016/02/09 06:49,50_6,23.523,50,6,2016/02/09 06:49,2016/02/09,06:49,6,AM
2016/02/09 06:54,50_6,24.336,50,6,2016/02/09 06:54,2016/02/09,06:54,6,AM
2016/02/09 06:59,50_6,26.086,50,6,2016/02/09 06:59,2016/02/09,06:59,6,AM
2016/02/09 07:04,50_6,25.711,50,6,2016/02/09 07:04,2016/02/09,07:04,7,AM
2016/02/09 07:09,50_6,24.398,50,6,2016/02/09 07:09,2016/02/09,07:09,7,AM
