first_mouse,second_mouse,date_obs,box,IDB[inside_after_IDA],sexA,number_encounters,sexB,date_obs_dt,time_together[sec],IDA[inside_first],treatment,timepoint,component_num
00075b19c5,00075a82ac,11-Feb,1.0,00075a82ac,XY,4.0,XX,1900-02-11,1266.0,00075b19c5,no_injection,after,33
00075b19c5,00075b4d7f,11-Feb,1.0,00075b4d7f,XY,8.0,XX,1900-02-11,7172.0,00075b19c5,no_injection,after,33
00075b19c5,000757d790,11-Feb,1.0,000757d790,XY,28.0,XY,1900-02-11,12165.0,00075b19c5,no_injection,after,33
00075b19c5,00075a7723,11-Feb,1.0,00075a7723,XY,34.0,XX,1900-02-11,11249.0,00075b19c5,no_injection,after,33
00075b19c5,00074dda10,11-Feb,1.0,00074dda10,XY,9.0,XX,1900-02-11,7742.0,00075b19c5,no_injection,after,33
00075b19c5,00075a778b,11-Feb,1.0,00075a778b,XY,18.0,XX,1900-02-11,4841.0,00075b19c5,no_injection,after,33
00075b19c5,00074de544,11-Feb,1.0,00074de544,XY,6.0,XX,1900-02-11,6051.0,00075b19c5,no_injection,after,33
00075b19c5,00075a98e5,11-Feb,1.0,00075a98e5,XY,11.0,XX,1900-02-11,6590.0,00075b19c5,no_injection,after,33
00075b19c5,00075d5961,11-Feb,1.0,00075d5961,XY,9.0,XX,1900-02-11,2948.0,00075b19c5,no_injection,after,33
00075b19c5,000757e8b3,11-Feb,1.0,000757e8b3,XY,8.0,XX,1900-02-11,10618.0,00075b19c5,no_injection,after,33
00075b19c5,00074bf097,11-Feb,1.0,00074bf097,XY,1.0,XX,1900-02-11,470.0,00075b19c5,no_injection,after,33
00075b19c5,00075a6151,11-Feb,1.0,00075a6151,XY,20.0,XX,1900-02-11,7949.0,00075b19c5,no_injection,after,33
00075b19c5,00074fb7c2,11-Feb,1.0,00074fb7c2,XY,4.0,XX,1900-02-11,7645.0,00075b19c5,no_injection,after,33
00075a7723,000757d790,11-Feb,1.0,000757d790,XX,29.0,XY,1900-02-11,4925.0,00075a7723,no_injection,after,33
00075a7723,00075a778b,11-Feb,1.0,00075a778b,XX,17.0,XX,1900-02-11,2578.0,00075a7723,no_injection,after,33
00075a7723,00075a98e5,11-Feb,1.0,00075a98e5,XX,17.0,XX,1900-02-11,3276.0,00075a7723,no_injection,after,33
00075a7723,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,119.0,00075a7723,no_injection,after,33
00075a7723,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,8.0,XX,1900-02-11,865.0,00075a7723,no_injection,after,33
00075a7723,00075a6151,11-Feb,1.0,00075a6151,XX,27.0,XX,1900-02-11,3090.0,00075a7723,no_injection,after,33
00075a7723,00074de544,11-Feb,1.0,00074de544,XX,7.0,XX,1900-02-11,1732.0,00075a7723,no_injection,after,33
00075a7723,00074bf097,11-Feb,1.0,00074bf097,XX,1.0,XX,1900-02-11,260.0,00075a7723,no_injection,after,33
00075a7723,00075b19c5,11-Feb,1.0,00075b19c5,XX,3.0,XY,1900-02-11,311.0,00075a7723,no_injection,after,33
00075a7723,00075a82ac,11-Feb,1.0,00075a82ac,XX,5.0,XX,1900-02-11,1058.0,00075a7723,no_injection,after,33
00075a7723,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,10.0,XX,1900-02-11,1522.0,00075a7723,no_injection,after,33
00075a7723,000757e8b3,11-Feb,1.0,000757e8b3,XX,6.0,XX,1900-02-11,1264.0,00075a7723,no_injection,after,33
00075a7723,00075d5961,11-Feb,1.0,00075d5961,XX,7.0,XX,1900-02-11,830.0,00075a7723,no_injection,after,33
00075a7723,00074dda10,11-Feb,1.0,00074dda10,XX,10.0,XX,1900-02-11,3489.0,00075a7723,no_injection,after,33
00075a341a,00074bf097,11-Feb,4.0,00074bf097,XX,1.0,XX,1900-02-11,141.0,00075a341a,no_injection,after,33
00075a341a,00075a3e22,11-Feb,4.0,00075a3e22,XX,3.0,XY,1900-02-11,1573.0,00075a341a,no_injection,after,33
00075a341a,00075d67e2,11-Feb,4.0,00075d67e2,XX,17.0,XX,1900-02-11,3839.0,00075a341a,no_injection,after,33
00075a341a,00075d8c6a,11-Feb,4.0,00075d8c6a,XX,3.0,XX,1900-02-11,2759.0,00075a341a,no_injection,after,33
00075a341a,00075e05f2,11-Feb,4.0,00075e05f2,XX,9.0,XY,1900-02-11,10610.0,00075a341a,no_injection,after,33
00075a341a,7.57E+71,11-Feb,4.0,7.57E+71,XX,21.0,XY,1900-02-11,5686.0,00075a341a,no_injection,after,33
00075a341a,00075b6df8,11-Feb,4.0,00075b6df8,XX,1.0,XX,1900-02-11,48.0,00075a341a,no_injection,after,33
00075a341a,000757fa08,11-Feb,4.0,000757fa08,XX,6.0,XY,1900-02-11,1229.0,00075a341a,no_injection,after,33
00075a341a,00074dda10,11-Feb,4.0,00074dda10,XX,5.0,XX,1900-02-11,905.0,00075a341a,no_injection,after,33
00074de544,00075d5961,11-Feb,1.0,00075d5961,XX,6.0,XX,1900-02-11,1653.0,00074de544,no_injection,after,33
00074de544,00075a98e5,11-Feb,1.0,00075a98e5,XX,12.0,XX,1900-02-11,6562.0,00074de544,no_injection,after,33
00074de544,00074dda10,11-Feb,1.0,00074dda10,XX,7.0,XX,1900-02-11,6970.0,00074de544,no_injection,after,33
00074de544,00074bf097,11-Feb,1.0,00074bf097,XX,1.0,XX,1900-02-11,289.0,00074de544,no_injection,after,33
00074de544,00075a6151,11-Feb,1.0,00075a6151,XX,17.0,XX,1900-02-11,7326.0,00074de544,no_injection,after,33
00074de544,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,6.0,XX,1900-02-11,5263.0,00074de544,no_injection,after,33
00074de544,000757d790,11-Feb,1.0,000757d790,XX,22.0,XY,1900-02-11,9796.0,00074de544,no_injection,after,33
00074de544,000757e8b3,11-Feb,1.0,000757e8b3,XX,7.0,XX,1900-02-11,10672.0,00074de544,no_injection,after,33
00074de544,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,4.0,XX,1900-02-11,8170.0,00074de544,no_injection,after,33
00074de544,00075a82ac,11-Feb,1.0,00075a82ac,XX,2.0,XX,1900-02-11,689.0,00074de544,no_injection,after,33
00074de544,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,119.0,00074de544,no_injection,after,33
00074de544,00075a778b,11-Feb,1.0,00075a778b,XX,13.0,XX,1900-02-11,2254.0,00074de544,no_injection,after,33
00074de544,00075b19c5,11-Feb,1.0,00075b19c5,XX,6.0,XY,1900-02-11,7908.0,00074de544,no_injection,after,33
00074de544,00075a7723,11-Feb,1.0,00075a7723,XX,25.0,XX,1900-02-11,6855.0,00074de544,no_injection,after,33
00074bf097,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,1.0,XX,1900-02-11,5.0,00074bf097,no_injection,after,33
00074bf097,00075a778b,11-Feb,1.0,00075a778b,XX,2.0,XX,1900-02-11,190.0,00074bf097,no_injection,after,33
00074bf097,00075a98e5,11-Feb,1.0,00075a98e5,XX,1.0,XX,1900-02-11,29.0,00074bf097,no_injection,after,33
00074bf097,000757d790,11-Feb,1.0,000757d790,XX,1.0,XY,1900-02-11,139.0,00074bf097,no_injection,after,33
00074bf097,00075a6151,11-Feb,1.0,00075a6151,XX,2.0,XX,1900-02-11,121.0,00074bf097,no_injection,after,33
00074bf097,00075a7723,11-Feb,1.0,00075a7723,XX,1.0,XX,1900-02-11,122.0,00074bf097,no_injection,after,33
00074bf097,7.57E+148,11-Feb,5.0,7.57E+148,XX,13.0,XY,1900-02-11,8808.0,00074bf097,no_injection,after,33
00074bf097,00075d5961,11-Feb,5.0,00075d5961,XX,1.0,XX,1900-02-11,916.0,00074bf097,no_injection,after,33
00074bf097,00074dda10,11-Feb,5.0,00074dda10,XX,1.0,XX,1900-02-11,883.0,00074bf097,no_injection,after,33
00074bf097,00075a81b6,11-Feb,5.0,00075a81b6,XX,9.0,XX,1900-02-11,10076.0,00074bf097,no_injection,after,33
00074bf097,00075a0c04,11-Feb,5.0,00075a0c04,XX,3.0,XX,1900-02-11,4481.0,00074bf097,no_injection,after,33
00074bf097,00075a3e22,11-Feb,5.0,00075a3e22,XX,1.0,XY,1900-02-11,90.0,00074bf097,no_injection,after,33
00075a0c04,7.57E+148,11-Feb,5.0,7.57E+148,XX,14.0,XY,1900-02-11,8879.0,00075a0c04,no_injection,after,33
00075a0c04,00074dda10,11-Feb,5.0,00074dda10,XX,1.0,XX,1900-02-11,883.0,00075a0c04,no_injection,after,33
00075a0c04,00075d5961,11-Feb,5.0,00075d5961,XX,1.0,XX,1900-02-11,916.0,00075a0c04,no_injection,after,33
00075a0c04,00075a81b6,11-Feb,5.0,00075a81b6,XX,9.0,XX,1900-02-11,11744.0,00075a0c04,no_injection,after,33
00075a0c04,00075a3e22,11-Feb,5.0,00075a3e22,XX,1.0,XY,1900-02-11,90.0,00075a0c04,no_injection,after,33
00075a0c04,00075b6df8,11-Feb,5.0,00075b6df8,XX,1.0,XX,1900-02-11,7607.0,00075a0c04,no_injection,after,33
00075a0c04,00074bf097,11-Feb,5.0,00074bf097,XX,6.0,XX,1900-02-11,13705.0,00075a0c04,no_injection,after,33
7.57E+148,00074bf097,11-Feb,5.0,00074bf097,XY,7.0,XX,1900-02-11,6411.0,7.57E+148,no_injection,after,33
7.57E+148,00075a81b6,11-Feb,5.0,00075a81b6,XY,7.0,XX,1900-02-11,5427.0,7.57E+148,no_injection,after,33
7.57E+148,00075b6df8,11-Feb,5.0,00075b6df8,XY,1.0,XX,1900-02-11,581.0,7.57E+148,no_injection,after,33
7.57E+148,00075a0c04,11-Feb,5.0,00075a0c04,XY,2.0,XX,1900-02-11,5941.0,7.57E+148,no_injection,after,33
7.57E+148,00075d5961,11-Feb,5.0,00075d5961,XY,1.0,XX,1900-02-11,251.0,7.57E+148,no_injection,after,33
00075b4d7f,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,119.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a82ac,11-Feb,1.0,00075a82ac,XX,3.0,XX,1900-02-11,3088.0,00075b4d7f,no_injection,after,33
00075b4d7f,00074de544,11-Feb,1.0,00074de544,XX,3.0,XX,1900-02-11,3233.0,00075b4d7f,no_injection,after,33
00075b4d7f,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,1.0,XX,1900-02-11,4.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075d5961,11-Feb,1.0,00075d5961,XX,6.0,XX,1900-02-11,4156.0,00075b4d7f,no_injection,after,33
00075b4d7f,00074dda10,11-Feb,1.0,00074dda10,XX,9.0,XX,1900-02-11,5289.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a778b,11-Feb,1.0,00075a778b,XX,6.0,XX,1900-02-11,835.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a7723,11-Feb,1.0,00075a7723,XX,19.0,XX,1900-02-11,5245.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075b19c5,11-Feb,1.0,00075b19c5,XX,4.0,XY,1900-02-11,2044.0,00075b4d7f,no_injection,after,33
00075b4d7f,000757d790,11-Feb,1.0,000757d790,XX,21.0,XY,1900-02-11,6939.0,00075b4d7f,no_injection,after,33
00075b4d7f,000757e8b3,11-Feb,1.0,000757e8b3,XX,2.0,XX,1900-02-11,2155.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a98e5,11-Feb,1.0,00075a98e5,XX,10.0,XX,1900-02-11,2904.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a6151,11-Feb,1.0,00075a6151,XX,5.0,XX,1900-02-11,4089.0,00075b4d7f,no_injection,after,33
00075b4d7f,00075a48d8,11-Feb,2.0,00075a48d8,XX,1.0,XY,1900-02-11,10.0,00075b4d7f,no_injection,after,33
00075a48d8,00075a7723,11-Feb,2.0,00075a7723,XY,4.0,XX,1900-02-11,69.0,00075a48d8,no_injection,after,33
00075a48d8,00074bf097,11-Feb,2.0,00074bf097,XY,1.0,XX,1900-02-11,271.0,00075a48d8,no_injection,after,33
00075a48d8,00074fb7c2,11-Feb,2.0,00074fb7c2,XY,1.0,XX,1900-02-11,8.0,00075a48d8,no_injection,after,33
00075a48d8,00075d5961,11-Feb,2.0,00075d5961,XY,1.0,XX,1900-02-11,26.0,00075a48d8,no_injection,after,33
000757fa08,00075d67e2,11-Feb,4.0,00075d67e2,XY,2.0,XX,1900-02-11,222.0,000757fa08,no_injection,after,33
000757fa08,00074dda10,11-Feb,4.0,00074dda10,XY,1.0,XX,1900-02-11,126.0,000757fa08,no_injection,after,33
000757fa08,00075d8c6a,11-Feb,4.0,00075d8c6a,XY,1.0,XX,1900-02-11,193.0,000757fa08,no_injection,after,33
000757fa08,00075e05f2,11-Feb,4.0,00075e05f2,XY,2.0,XY,1900-02-11,463.0,000757fa08,no_injection,after,33
000757fa08,7.57E+71,11-Feb,4.0,7.57E+71,XY,2.0,XY,1900-02-11,417.0,000757fa08,no_injection,after,33
00075d67e2,7.57E+71,11-Feb,4.0,7.57E+71,XX,8.0,XY,1900-02-11,3785.0,00075d67e2,no_injection,after,33
00075d67e2,00075a3e22,11-Feb,4.0,00075a3e22,XX,2.0,XY,1900-02-11,392.0,00075d67e2,no_injection,after,33
00075d67e2,00074dda10,11-Feb,4.0,00074dda10,XX,2.0,XX,1900-02-11,525.0,00075d67e2,no_injection,after,33
00075d67e2,00074bf097,11-Feb,4.0,00074bf097,XX,1.0,XX,1900-02-11,141.0,00075d67e2,no_injection,after,33
00075d67e2,00075e05f2,11-Feb,4.0,00075e05f2,XX,3.0,XY,1900-02-11,2995.0,00075d67e2,no_injection,after,33
00075d67e2,00075b6df8,11-Feb,4.0,00075b6df8,XX,1.0,XX,1900-02-11,5.0,00075d67e2,no_injection,after,33
00075d67e2,000757fa08,11-Feb,4.0,000757fa08,XX,3.0,XY,1900-02-11,739.0,00075d67e2,no_injection,after,33
00075d67e2,00075a341a,11-Feb,4.0,00075a341a,XX,2.0,XX,1900-02-11,2666.0,00075d67e2,no_injection,after,33
00075d67e2,00075d8c6a,11-Feb,4.0,00075d8c6a,XX,2.0,XX,1900-02-11,1543.0,00075d67e2,no_injection,after,33
00075d5961,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,4.0,XX,1900-02-11,4033.0,00075d5961,no_injection,after,33
00075d5961,000757d790,11-Feb,1.0,000757d790,XX,23.0,XY,1900-02-11,8507.0,00075d5961,no_injection,after,33
00075d5961,00075a6151,11-Feb,1.0,00075a6151,XX,10.0,XX,1900-02-11,3153.0,00075d5961,no_injection,after,33
00075d5961,00075a778b,11-Feb,1.0,00075a778b,XX,12.0,XX,1900-02-11,746.0,00075d5961,no_injection,after,33
00075d5961,00074de544,11-Feb,1.0,00074de544,XX,5.0,XX,1900-02-11,7695.0,00075d5961,no_injection,after,33
00075d5961,00075b19c5,11-Feb,1.0,00075b19c5,XX,7.0,XY,1900-02-11,8486.0,00075d5961,no_injection,after,33
00075d5961,00074dda10,11-Feb,1.0,00074dda10,XX,9.0,XX,1900-02-11,5853.0,00075d5961,no_injection,after,33
00075d5961,00075a7723,11-Feb,1.0,00075a7723,XX,25.0,XX,1900-02-11,7652.0,00075d5961,no_injection,after,33
00075d5961,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,6.0,XX,1900-02-11,3946.0,00075d5961,no_injection,after,33
00075d5961,000757e8b3,11-Feb,1.0,000757e8b3,XX,4.0,XX,1900-02-11,7594.0,00075d5961,no_injection,after,33
00075d5961,00075a98e5,11-Feb,1.0,00075a98e5,XX,15.0,XX,1900-02-11,5246.0,00075d5961,no_injection,after,33
00075d5961,00075a82ac,11-Feb,1.0,00075a82ac,XX,3.0,XX,1900-02-11,521.0,00075d5961,no_injection,after,33
00075d5961,7.57E+148,11-Feb,5.0,7.57E+148,XX,1.0,XY,1900-02-11,163.0,00075d5961,no_injection,after,33
00075d5961,00075a81b6,11-Feb,5.0,00075a81b6,XX,1.0,XX,1900-02-11,292.0,00075d5961,no_injection,after,33
00075a98e5,000757e8b3,11-Feb,1.0,000757e8b3,XX,10.0,XX,1900-02-11,8481.0,00075a98e5,no_injection,after,33
00075a98e5,00074bf097,11-Feb,1.0,00074bf097,XX,1.0,XX,1900-02-11,351.0,00075a98e5,no_injection,after,33
00075a98e5,00075a82ac,11-Feb,1.0,00075a82ac,XX,5.0,XX,1900-02-11,4553.0,00075a98e5,no_injection,after,33
00075a98e5,00074dda10,11-Feb,1.0,00074dda10,XX,11.0,XX,1900-02-11,5673.0,00075a98e5,no_injection,after,33
00075a98e5,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,10.0,XX,1900-02-11,5664.0,00075a98e5,no_injection,after,33
00075a98e5,00074de544,11-Feb,1.0,00074de544,XX,9.0,XX,1900-02-11,5835.0,00075a98e5,no_injection,after,33
00075a98e5,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,119.0,00075a98e5,no_injection,after,33
00075a98e5,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,8.0,XX,1900-02-11,5832.0,00075a98e5,no_injection,after,33
00075a98e5,00075b19c5,11-Feb,1.0,00075b19c5,XX,9.0,XY,1900-02-11,9581.0,00075a98e5,no_injection,after,33
00075a98e5,00075a7723,11-Feb,1.0,00075a7723,XX,36.0,XX,1900-02-11,9284.0,00075a98e5,no_injection,after,33
00075a98e5,000757d790,11-Feb,1.0,000757d790,XX,33.0,XY,1900-02-11,11109.0,00075a98e5,no_injection,after,33
00075a98e5,00075a6151,11-Feb,1.0,00075a6151,XX,27.0,XX,1900-02-11,9810.0,00075a98e5,no_injection,after,33
00075a98e5,00075a778b,11-Feb,1.0,00075a778b,XX,19.0,XX,1900-02-11,4283.0,00075a98e5,no_injection,after,33
00075a98e5,00075d5961,11-Feb,1.0,00075d5961,XX,8.0,XX,1900-02-11,5050.0,00075a98e5,no_injection,after,33
7.57E+71,00074bf097,11-Feb,4.0,00074bf097,XY,1.0,XX,1900-02-11,141.0,7.57E+71,no_injection,after,33
7.57E+71,00075a341a,11-Feb,4.0,00075a341a,XY,2.0,XX,1900-02-11,4602.0,7.57E+71,no_injection,after,33
7.57E+71,00075e05f2,11-Feb,4.0,00075e05f2,XY,22.0,XY,1900-02-11,5423.0,7.57E+71,no_injection,after,33
7.57E+71,00075a3e22,11-Feb,4.0,00075a3e22,XY,3.0,XY,1900-02-11,5346.0,7.57E+71,no_injection,after,33
7.57E+71,00075d67e2,11-Feb,4.0,00075d67e2,XY,16.0,XX,1900-02-11,622.0,7.57E+71,no_injection,after,33
7.57E+71,00074dda10,11-Feb,4.0,00074dda10,XY,3.0,XX,1900-02-11,540.0,7.57E+71,no_injection,after,33
7.57E+71,00075d8c6a,11-Feb,4.0,00075d8c6a,XY,8.0,XX,1900-02-11,4421.0,7.57E+71,no_injection,after,33
7.57E+71,00075b6df8,11-Feb,4.0,00075b6df8,XY,1.0,XX,1900-02-11,48.0,7.57E+71,no_injection,after,33
7.57E+71,000757fa08,11-Feb,4.0,000757fa08,XY,7.0,XY,1900-02-11,436.0,7.57E+71,no_injection,after,33
00075a3e22,00075a341a,11-Feb,4.0,00075a341a,XY,1.0,XX,1900-02-11,5594.0,00075a3e22,no_injection,after,33
00075a3e22,00075d8c6a,11-Feb,4.0,00075d8c6a,XY,3.0,XX,1900-02-11,3893.0,00075a3e22,no_injection,after,33
00075a3e22,00075d67e2,11-Feb,4.0,00075d67e2,XY,18.0,XX,1900-02-11,1363.0,00075a3e22,no_injection,after,33
00075a3e22,00074dda10,11-Feb,4.0,00074dda10,XY,2.0,XX,1900-02-11,182.0,00075a3e22,no_injection,after,33
00075a3e22,00075b6df8,11-Feb,4.0,00075b6df8,XY,1.0,XX,1900-02-11,48.0,00075a3e22,no_injection,after,33
00075a3e22,00075e05f2,11-Feb,4.0,00075e05f2,XY,12.0,XY,1900-02-11,7483.0,00075a3e22,no_injection,after,33
00075a3e22,7.57E+71,11-Feb,4.0,7.57E+71,XY,7.0,XY,1900-02-11,2212.0,00075a3e22,no_injection,after,33
00075a3e22,000757fa08,11-Feb,4.0,000757fa08,XY,4.0,XY,1900-02-11,155.0,00075a3e22,no_injection,after,33
000757e8b3,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,85.0,000757e8b3,no_injection,after,33
000757e8b3,00074dda10,11-Feb,1.0,00074dda10,XX,8.0,XX,1900-02-11,6949.0,000757e8b3,no_injection,after,33
000757e8b3,00075a82ac,11-Feb,1.0,00075a82ac,XX,5.0,XX,1900-02-11,1529.0,000757e8b3,no_injection,after,33
000757e8b3,00075d5961,11-Feb,1.0,00075d5961,XX,8.0,XX,1900-02-11,1704.0,000757e8b3,no_injection,after,33
000757e8b3,00075a778b,11-Feb,1.0,00075a778b,XX,14.0,XX,1900-02-11,1478.0,000757e8b3,no_injection,after,33
000757e8b3,000757d790,11-Feb,1.0,000757d790,XX,19.0,XY,1900-02-11,7421.0,000757e8b3,no_injection,after,33
000757e8b3,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,8.0,XX,1900-02-11,4867.0,000757e8b3,no_injection,after,33
000757e8b3,00075b19c5,11-Feb,1.0,00075b19c5,XX,6.0,XY,1900-02-11,2013.0,000757e8b3,no_injection,after,33
000757e8b3,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,7.0,XX,1900-02-11,2857.0,000757e8b3,no_injection,after,33
000757e8b3,00075a7723,11-Feb,1.0,00075a7723,XX,24.0,XX,1900-02-11,6384.0,000757e8b3,no_injection,after,33
000757e8b3,00075a6151,11-Feb,1.0,00075a6151,XX,19.0,XX,1900-02-11,5923.0,000757e8b3,no_injection,after,33
000757e8b3,00074de544,11-Feb,1.0,00074de544,XX,3.0,XX,1900-02-11,1005.0,000757e8b3,no_injection,after,33
000757e8b3,00075a98e5,11-Feb,1.0,00075a98e5,XX,10.0,XX,1900-02-11,3685.0,000757e8b3,no_injection,after,33
00075b6df8,7.57E+148,11-Feb,5.0,7.57E+148,XX,13.0,XY,1900-02-11,14696.0,00075b6df8,no_injection,after,33
00075b6df8,00075a0c04,11-Feb,5.0,00075a0c04,XX,4.0,XX,1900-02-11,11368.0,00075b6df8,no_injection,after,33
00075b6df8,00075d5961,11-Feb,5.0,00075d5961,XX,1.0,XX,1900-02-11,916.0,00075b6df8,no_injection,after,33
00075b6df8,00074bf097,11-Feb,5.0,00074bf097,XX,9.0,XX,1900-02-11,18023.0,00075b6df8,no_injection,after,33
00075b6df8,00075a3e22,11-Feb,5.0,00075a3e22,XX,1.0,XY,1900-02-11,18.0,00075b6df8,no_injection,after,33
00075b6df8,00074dda10,11-Feb,5.0,00074dda10,XX,1.0,XX,1900-02-11,883.0,00075b6df8,no_injection,after,33
00075b6df8,00075a81b6,11-Feb,5.0,00075a81b6,XX,10.0,XX,1900-02-11,15272.0,00075b6df8,no_injection,after,33
00075a6151,00075a778b,11-Feb,1.0,00075a778b,XX,17.0,XX,1900-02-11,2908.0,00075a6151,no_injection,after,33
00075a6151,00075a81b6,11-Feb,1.0,00075a81b6,XX,1.0,XX,1900-02-11,119.0,00075a6151,no_injection,after,33
00075a6151,00075b19c5,11-Feb,1.0,00075b19c5,XX,9.0,XY,1900-02-11,9146.0,00075a6151,no_injection,after,33
00075a6151,00075d5961,11-Feb,1.0,00075d5961,XX,7.0,XX,1900-02-11,10159.0,00075a6151,no_injection,after,33
00075a6151,00075a98e5,11-Feb,1.0,00075a98e5,XX,23.0,XX,1900-02-11,7536.0,00075a6151,no_injection,after,33
00075a6151,000757d790,11-Feb,1.0,000757d790,XX,36.0,XY,1900-02-11,10351.0,00075a6151,no_injection,after,33
00075a6151,00074dda10,11-Feb,1.0,00074dda10,XX,11.0,XX,1900-02-11,8663.0,00075a6151,no_injection,after,33
00075a6151,00075a82ac,11-Feb,1.0,00075a82ac,XX,4.0,XX,1900-02-11,2553.0,00075a6151,no_injection,after,33
00075a6151,00075a7723,11-Feb,1.0,00075a7723,XX,37.0,XX,1900-02-11,9132.0,00075a6151,no_injection,after,33
00075a6151,000757e8b3,11-Feb,1.0,000757e8b3,XX,9.0,XX,1900-02-11,7182.0,00075a6151,no_injection,after,33
00075a6151,00074de544,11-Feb,1.0,00074de544,XX,9.0,XX,1900-02-11,7162.0,00075a6151,no_injection,after,33
00075a6151,00075b4d7f,11-Feb,1.0,00075b4d7f,XX,8.0,XX,1900-02-11,6687.0,00075a6151,no_injection,after,33
00075a6151,00074bf097,11-Feb,1.0,00074bf097,XX,1.0,XX,1900-02-11,109.0,00075a6151,no_injection,after,33
00075a6151,00074fb7c2,11-Feb,1.0,00074fb7c2,XX,4.0,XX,1900-02-11,3933.0,00075a6151,no_injection,after,33
00074ed1e1,00074ff562,11-Feb,24.0,00074ff562,XX,1.0,XX,1900-02-11,8.0,00074ed1e1,no_injection,after,34
00075d2329,00074f5a1c,11-Feb,25.0,00074f5a1c,XY,15.0,XY,1900-02-11,1201.0,00075d2329,no_injection,after,34
00075d2329,00074ed1e1,11-Feb,25.0,00074ed1e1,XY,2.0,XX,1900-02-11,63.0,00075d2329,no_injection,after,34
00075d2329,00075b5bfa,11-Feb,25.0,00075b5bfa,XY,3.0,XX,1900-02-11,19.0,00075d2329,no_injection,after,34
00075d2329,00075b39cc,11-Feb,25.0,00075b39cc,XY,1.0,XX,1900-02-11,63.0,00075d2329,no_injection,after,34
00075d2329,00075b38ca,11-Feb,25.0,00075b38ca,XY,1.0,XX,1900-02-11,1819.0,00075d2329,no_injection,after,34
00075d2329,00074f75b7,11-Feb,25.0,00074f75b7,XY,1.0,XY,1900-02-11,48.0,00075d2329,no_injection,after,34
00075b5bfa,00074f5a1c,11-Feb,25.0,00074f5a1c,XX,1.0,XY,1900-02-11,5.0,00075b5bfa,no_injection,after,34
00075b5bfa,00075d2329,11-Feb,25.0,00075d2329,XX,1.0,XY,1900-02-11,80.0,00075b5bfa,no_injection,after,34
00074ff562,00074ed1e1,11-Feb,25.0,00074ed1e1,XX,1.0,XX,1900-02-11,7.0,00074ff562,no_injection,after,34
00074ff562,00074bdb9c,11-Feb,24.0,00074bdb9c,XX,1.0,XY,1900-02-11,1.0,00074ff562,no_injection,after,34
00074ff562,00075b39cc,11-Feb,25.0,00075b39cc,XX,1.0,XX,1900-02-11,33.0,00074ff562,no_injection,after,34
00074ff562,00074f5a1c,11-Feb,25.0,00074f5a1c,XX,2.0,XY,1900-02-11,68.0,00074ff562,no_injection,after,34
00075b38ca,00074ff562,11-Feb,26.0,00074ff562,XX,1.0,XX,1900-02-11,20.0,00075b38ca,no_injection,after,34
00075b38ca,00074bdb9c,11-Feb,24.0,00074bdb9c,XX,1.0,XY,1900-02-11,29.0,00075b38ca,no_injection,after,34
00075b38ca,00074f75b7,11-Feb,26.0,00074f75b7,XX,1.0,XY,1900-02-11,25.0,00075b38ca,no_injection,after,34
00075b38ca,00075d2329,11-Feb,25.0,00075d2329,XX,1.0,XY,1900-02-11,1464.0,00075b38ca,no_injection,after,34
00075b38ca,00075b39cc,11-Feb,25.0,00075b39cc,XX,1.0,XX,1900-02-11,63.0,00075b38ca,no_injection,after,34
00075b38ca,00074f5a1c,11-Feb,25.0,00074f5a1c,XX,11.0,XY,1900-02-11,775.0,00075b38ca,no_injection,after,34
00075b38ca,00075d4864,11-Feb,26.0,00075d4864,XX,1.0,XX,1900-02-11,31.0,00075b38ca,no_injection,after,34
00075b38ca,00074ed1e1,11-Feb,26.0,00074ed1e1,XX,1.0,XX,1900-02-11,14.0,00075b38ca,no_injection,after,34
00074f75b7,00074f5a1c,11-Feb,25.0,00074f5a1c,XY,1.0,XY,1900-02-11,1.0,00074f75b7,no_injection,after,34
